GAME_DATE_EST,HOME_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_ID,NICKNAME
2022-02-24,1610612751,2021,106.0,0.415,0.75,0.241,25.0,38.0,1610612738,129.0,0.541,0.741,0.405,28.0,48.0,0,1610612751,Nets
2022-02-17,1610612751,2021,103.0,0.404,0.708,0.368,19.0,42.0,1610612764,117.0,0.554,0.813,0.5,26.0,38.0,0,1610612751,Nets
2022-02-14,1610612751,2021,109.0,0.512,0.933,0.346,25.0,49.0,1610612758,85.0,0.344,0.778,0.257,12.0,43.0,1,1610612751,Nets
2022-02-08,1610612751,2021,91.0,0.384,0.385,0.278,22.0,40.0,1610612738,126.0,0.549,0.75,0.35,32.0,52.0,0,1610612751,Nets
2022-01-26,1610612751,2021,118.0,0.489,0.769,0.414,26.0,38.0,1610612743,124.0,0.472,0.926,0.417,27.0,48.0,0,1610612751,Nets
2022-01-25,1610612751,2021,96.0,0.42,0.682,0.259,20.0,54.0,1610612747,106.0,0.472,1.0,0.316,23.0,33.0,0,1610612751,Nets
2022-01-15,1610612751,2021,120.0,0.548,0.941,0.444,30.0,44.0,1610612740,105.0,0.46,0.667,0.29,27.0,35.0,1,1610612751,Nets
2022-01-13,1610612751,2021,109.0,0.418,0.909,0.219,16.0,50.0,1610612760,130.0,0.516,0.889,0.444,32.0,38.0,0,1610612751,Nets
2022-01-09,1610612751,2021,121.0,0.48,0.864,0.286,26.0,55.0,1610612759,119.0,0.43,0.778,0.406,33.0,44.0,1,1610612751,Nets
2022-01-07,1610612751,2021,109.0,0.457,0.95,0.222,23.0,49.0,1610612749,121.0,0.458,0.81,0.356,21.0,45.0,0,1610612751,Nets
2022-01-03,1610612751,2021,104.0,0.451,0.808,0.29,28.0,33.0,1610612763,118.0,0.471,0.571,0.286,24.0,61.0,0,1610612751,Nets
2022-01-01,1610612751,2021,116.0,0.433,0.84,0.333,26.0,57.0,1610612746,120.0,0.488,0.71,0.389,23.0,40.0,0,1610612751,Nets
2021-12-30,1610612751,2021,102.0,0.457,0.778,0.259,21.0,52.0,1610612755,110.0,0.42,0.65,0.406,22.0,43.0,0,1610612751,Nets
2021-12-18,1610612751,2021,93.0,0.382,0.75,0.196,24.0,51.0,1610612753,100.0,0.415,0.923,0.323,20.0,50.0,0,1610612751,Nets
2021-12-16,1610612751,2021,114.0,0.494,0.938,0.478,21.0,48.0,1610612755,105.0,0.438,0.85,0.294,19.0,38.0,1,1610612751,Nets
2021-12-14,1610612751,2021,131.0,0.485,0.739,0.359,28.0,60.0,1610612761,129.0,0.457,0.789,0.346,26.0,41.0,1,1610612751,Nets
2021-12-04,1610612751,2021,107.0,0.414,0.778,0.32,28.0,55.0,1610612741,111.0,0.477,0.704,0.323,22.0,47.0,0,1610612751,Nets
2021-12-03,1610612751,2021,110.0,0.474,0.78,0.261,26.0,41.0,1610612750,105.0,0.387,0.833,0.31,22.0,44.0,1,1610612751,Nets
2021-11-30,1610612751,2021,112.0,0.482,0.88,0.286,27.0,38.0,1610612752,110.0,0.484,0.917,0.344,27.0,42.0,1,1610612751,Nets
2021-11-27,1610612751,2021,107.0,0.5,0.762,0.304,25.0,47.0,1610612756,113.0,0.446,0.857,0.342,17.0,41.0,0,1610612751,Nets
2021-11-19,1610612751,2021,115.0,0.451,0.92,0.303,19.0,43.0,1610612753,113.0,0.449,0.76,0.368,26.0,45.0,1,1610612751,Nets
2021-11-17,1610612751,2021,109.0,0.458,0.84,0.375,29.0,47.0,1610612739,99.0,0.393,0.857,0.25,20.0,50.0,1,1610612751,Nets
2021-11-16,1610612751,2021,99.0,0.386,0.778,0.278,21.0,38.0,1610612744,117.0,0.519,0.786,0.325,25.0,53.0,0,1610612751,Nets
2021-11-03,1610612751,2021,117.0,0.489,0.75,0.458,34.0,42.0,1610612737,108.0,0.436,0.867,0.371,23.0,52.0,1,1610612751,Nets
2021-10-31,1610612751,2021,117.0,0.653,0.625,0.52,30.0,41.0,1610612765,91.0,0.405,0.682,0.364,21.0,29.0,1,1610612751,Nets
2021-10-29,1610612751,2021,105.0,0.447,0.756,0.231,20.0,50.0,1610612754,98.0,0.398,0.696,0.276,20.0,46.0,1,1610612751,Nets
2021-10-27,1610612751,2021,93.0,0.388,0.929,0.326,21.0,42.0,1610612748,106.0,0.396,0.846,0.276,21.0,62.0,0,1610612751,Nets
2021-10-25,1610612751,2021,104.0,0.426,0.824,0.286,23.0,54.0,1610612764,90.0,0.347,0.75,0.231,16.0,53.0,1,1610612751,Nets
2021-10-24,1610612751,2021,95.0,0.437,0.833,0.257,18.0,44.0,1610612766,111.0,0.457,0.789,0.333,26.0,48.0,0,1610612751,Nets
2021-10-14,1610612751,2021,107.0,0.463,0.842,0.417,24.0,46.0,1610612750,101.0,0.413,1.0,0.25,23.0,43.0,1,1610612751,Nets
2021-10-08,1610612751,2021,119.0,0.506,0.727,0.385,27.0,37.0,1610612749,115.0,0.494,0.69,0.484,16.0,49.0,1,1610612751,Nets
2021-06-19,1610612751,2020,111.0,0.464,0.84,0.308,23.0,46.0,1610612749,115.0,0.439,0.667,0.417,20.0,48.0,0,1610612751,Nets
2021-06-15,1610612751,2020,114.0,0.494,0.88,0.372,27.0,36.0,1610612749,108.0,0.494,0.765,0.406,18.0,35.0,1,1610612751,Nets
2021-06-07,1610612751,2020,125.0,0.521,0.857,0.5,27.0,42.0,1610612749,86.0,0.44,0.444,0.296,14.0,44.0,1,1610612751,Nets
2021-06-05,1610612751,2020,115.0,0.469,0.889,0.385,25.0,47.0,1610612749,107.0,0.446,0.579,0.2,21.0,58.0,1,1610612751,Nets
2021-06-01,1610612751,2020,123.0,0.512,0.88,0.469,26.0,39.0,1610612738,109.0,0.435,0.783,0.275,18.0,44.0,1,1610612751,Nets
2021-05-25,1610612751,2020,130.0,0.523,0.955,0.447,31.0,46.0,1610612738,108.0,0.424,0.7829999999999999,0.353,23.0,43.0,1,1610612751,Nets
2021-05-22,1610612751,2020,104.0,0.417,0.897,0.235,18.0,50.0,1610612738,93.0,0.369,0.769,0.367,19.0,40.0,1,1610612751,Nets
2021-05-16,1610612751,2020,123.0,0.5660000000000001,0.765,0.5329999999999999,35.0,37.0,1610612739,109.0,0.447,0.677,0.308,16.0,45.0,1,1610612751,Nets
2021-05-15,1610612751,2020,105.0,0.471,0.6,0.412,26.0,52.0,1610612741,91.0,0.347,0.706,0.268,24.0,52.0,1,1610612751,Nets
2021-05-12,1610612751,2020,128.0,0.608,0.741,0.429,33.0,43.0,1610612759,116.0,0.426,0.815,0.258,21.0,46.0,1,1610612751,Nets
2021-04-30,1610612751,2020,109.0,0.421,0.8420000000000001,0.317,20.0,42.0,1610612757,128.0,0.516,0.9,0.444,24.0,50.0,0,1610612751,Nets
2021-04-25,1610612751,2020,128.0,0.529,0.852,0.4639999999999999,30.0,44.0,1610612756,119.0,0.478,0.84,0.353,22.0,43.0,1,1610612751,Nets
2021-04-23,1610612751,2020,109.0,0.43,0.857,0.344,26.0,47.0,1610612738,104.0,0.4039999999999999,0.688,0.405,21.0,54.0,1,1610612751,Nets
2021-04-16,1610612751,2020,130.0,0.5529999999999999,0.938,0.512,35.0,37.0,1610612766,115.0,0.53,0.75,0.353,26.0,37.0,1,1610612751,Nets
2021-04-10,1610612751,2020,101.0,0.4379999999999999,0.867,0.185,19.0,42.0,1610612747,126.0,0.505,0.65,0.5589999999999999,30.0,47.0,0,1610612751,Nets
2021-04-07,1610612751,2020,139.0,0.5539999999999999,0.818,0.4629999999999999,37.0,45.0,1610612740,111.0,0.427,0.7440000000000001,0.222,23.0,40.0,1,1610612751,Nets
2021-04-05,1610612751,2020,114.0,0.457,0.769,0.313,27.0,45.0,1610612752,112.0,0.465,0.818,0.483,24.0,41.0,1,1610612751,Nets
2021-04-01,1610612751,2020,111.0,0.484,0.75,0.444,34.0,56.0,1610612766,89.0,0.349,0.8420000000000001,0.342,22.0,43.0,1,1610612751,Nets
2021-03-31,1610612751,2020,120.0,0.489,1.0,0.361,25.0,45.0,1610612745,108.0,0.5,0.708,0.325,22.0,31.0,1,1610612751,Nets
2021-03-29,1610612751,2020,112.0,0.471,0.88,0.3329999999999999,31.0,50.0,1610612750,107.0,0.3879999999999999,0.765,0.318,23.0,51.0,1,1610612751,Nets
2021-01-01,1610612751,2020,96.0,0.407,0.826,0.189,19.0,45.0,1610612737,114.0,0.462,0.857,0.41,24.0,48.0,0,1610612751,Nets
2020-12-30,1610612751,2020,145.0,0.54,0.7829999999999999,0.463,30.0,40.0,1610612737,141.0,0.475,0.8290000000000001,0.391,27.0,54.0,1,1610612751,Nets
2020-12-28,1610612751,2020,111.0,0.41,0.882,0.333,28.0,50.0,1610612763,116.0,0.429,0.759,0.345,20.0,56.0,0,1610612751,Nets
2020-12-22,1610612751,2020,125.0,0.457,0.813,0.429,24.0,57.0,1610612744,99.0,0.374,0.652,0.303,26.0,47.0,1,1610612751,Nets
2021-03-21,1610612751,2020,113.0,0.489,0.727,0.31,24.0,35.0,1610612764,106.0,0.532,0.789,0.3329999999999999,24.0,43.0,1,1610612751,Nets
2021-03-15,1610612751,2020,117.0,0.579,0.773,0.414,29.0,41.0,1610612752,112.0,0.402,0.852,0.357,16.0,40.0,1,1610612751,Nets
2021-03-13,1610612751,2020,100.0,0.488,0.727,0.222,22.0,35.0,1610612765,95.0,0.4039999999999999,0.75,0.25,26.0,46.0,1,1610612751,Nets
2021-03-11,1610612751,2020,121.0,0.477,0.818,0.452,21.0,45.0,1610612738,109.0,0.451,0.636,0.325,22.0,39.0,1,1610612751,Nets
2021-02-27,1610612751,2020,98.0,0.407,0.737,0.318,21.0,47.0,1610612742,115.0,0.523,0.647,0.389,23.0,36.0,0,1610612751,Nets
2021-02-25,1610612751,2020,129.0,0.5329999999999999,0.7859999999999999,0.444,30.0,51.0,1610612753,92.0,0.402,0.867,0.25,19.0,35.0,1,1610612751,Nets
2021-02-23,1610612751,2020,127.0,0.494,0.71,0.425,30.0,41.0,1610612758,118.0,0.517,0.684,0.484,25.0,38.0,1,1610612751,Nets
2021-02-10,1610612751,2020,104.0,0.421,0.8859999999999999,0.29,20.0,46.0,1610612754,94.0,0.391,0.636,0.395,26.0,43.0,1,1610612751,Nets
2021-02-05,1610612751,2020,117.0,0.488,0.759,0.405,29.0,40.0,1610612761,123.0,0.505,0.857,0.406,22.0,41.0,0,1610612751,Nets
2021-02-02,1610612751,2020,124.0,0.57,0.8079999999999999,0.419,25.0,44.0,1610612746,120.0,0.455,0.882,0.417,21.0,39.0,1,1610612751,Nets
2021-01-25,1610612751,2020,98.0,0.4,0.8640000000000001,0.289,24.0,49.0,1610612748,85.0,0.369,0.706,0.256,20.0,45.0,1,1610612751,Nets
2021-01-23,1610612751,2020,128.0,0.53,0.8079999999999999,0.514,34.0,47.0,1610612748,124.0,0.472,0.8440000000000001,0.283,29.0,31.0,1,1610612751,Nets
2021-01-18,1610612751,2020,125.0,0.5479999999999999,0.857,0.484,26.0,49.0,1610612749,123.0,0.4379999999999999,0.833,0.289,21.0,41.0,1,1610612751,Nets
2021-01-16,1610612751,2020,122.0,0.5379999999999999,0.88,0.457,24.0,41.0,1610612753,115.0,0.4629999999999999,0.813,0.304,28.0,38.0,1,1610612751,Nets
2021-01-12,1610612751,2020,122.0,0.608,0.667,0.5,31.0,41.0,1610612743,116.0,0.5,0.625,0.486,28.0,32.0,1,1610612751,Nets
2021-01-10,1610612751,2020,116.0,0.506,0.833,0.294,23.0,43.0,1610612760,129.0,0.544,0.941,0.385,24.0,34.0,0,1610612751,Nets
2021-01-07,1610612751,2020,122.0,0.4539999999999999,0.655,0.405,30.0,48.0,1610612755,109.0,0.471,0.9,0.346,23.0,47.0,1,1610612751,Nets
2021-01-05,1610612751,2020,130.0,0.5589999999999999,0.75,0.389,31.0,51.0,1610612762,96.0,0.384,0.7040000000000001,0.324,17.0,41.0,1,1610612751,Nets
2021-01-03,1610612751,2020,122.0,0.494,0.903,0.4379999999999999,25.0,51.0,1610612764,123.0,0.413,0.735,0.364,27.0,49.0,0,1610612751,Nets
2021-01-01,1610612751,2020,96.0,0.407,0.826,0.1889999999999999,19.0,45.0,1610612737,114.0,0.462,0.857,0.41,24.0,48.0,0,1610612751,Nets
2020-12-30,1610612751,2020,145.0,0.54,0.7829999999999999,0.4629999999999999,30.0,40.0,1610612737,141.0,0.475,0.8290000000000001,0.391,27.0,54.0,1,1610612751,Nets
2020-12-28,1610612751,2020,111.0,0.41,0.882,0.3329999999999999,28.0,50.0,1610612763,116.0,0.429,0.759,0.345,20.0,56.0,0,1610612751,Nets
2020-12-13,1610612751,2020,119.0,0.514,0.644,0.467,23.0,41.0,1610612764,114.0,0.433,0.727,0.378,26.0,47.0,1,1610612751,Nets
2020-08-23,1610612751,2019,122.0,0.398,0.758,0.38,21.0,44.0,1610612761,150.0,0.5539999999999999,0.727,0.468,39.0,57.0,0,1610612751,Nets
2020-08-21,1610612751,2019,92.0,0.333,0.727,0.314,24.0,42.0,1610612761,117.0,0.505,0.636,0.474,35.0,56.0,0,1610612751,Nets
2020-08-13,1610612751,2019,133.0,0.552,0.684,0.424,28.0,46.0,1610612757,134.0,0.481,0.875,0.333,25.0,42.0,0,1610612751,Nets
2020-08-07,1610612751,2019,119.0,0.488,0.643,0.425,30.0,44.0,1610612758,106.0,0.4270000000000001,0.75,0.3,19.0,50.0,1,1610612751,Nets
2020-08-02,1610612751,2019,118.0,0.422,0.838,0.333,23.0,48.0,1610612764,110.0,0.455,0.778,0.29,26.0,46.0,1,1610612751,Nets
2020-07-31,1610612751,2019,118.0,0.484,0.7390000000000001,0.31,30.0,39.0,1610612753,128.0,0.529,0.893,0.355,31.0,42.0,0,1610612751,Nets
2020-07-27,1610612751,2019,107.0,0.457,0.481,0.357,27.0,45.0,1610612762,112.0,0.447,0.7190000000000001,0.371,18.0,54.0,0,1610612751,Nets
2020-07-22,1610612751,2019,68.0,0.352,0.833,0.25,14.0,34.0,1610612740,99.0,0.468,0.8,0.406,24.0,39.0,0,1610612751,Nets
2020-03-08,1610612751,2019,110.0,0.5,0.8540000000000001,0.3670000000000001,21.0,50.0,1610612741,107.0,0.424,0.68,0.353,23.0,31.0,1,1610612751,Nets
2020-03-06,1610612751,2019,139.0,0.531,0.71,0.417,32.0,52.0,1610612759,120.0,0.467,0.889,0.294,25.0,38.0,1,1610612751,Nets
2020-03-04,1610612751,2019,79.0,0.333,0.706,0.1669999999999999,15.0,42.0,1610612763,118.0,0.43,0.857,0.455,21.0,59.0,0,1610612751,Nets
2020-02-24,1610612751,2019,113.0,0.479,0.625,0.4320000000000001,29.0,49.0,1610612753,115.0,0.494,0.8240000000000001,0.382,27.0,41.0,0,1610612751,Nets
2020-02-12,1610612751,2019,101.0,0.409,0.8,0.257,27.0,55.0,1610612761,91.0,0.3779999999999999,0.769,0.302,21.0,42.0,1,1610612751,Nets
2020-02-05,1610612751,2019,129.0,0.51,0.867,0.412,29.0,65.0,1610612744,88.0,0.365,0.722,0.128,20.0,34.0,1,1610612751,Nets
2020-02-03,1610612751,2019,119.0,0.483,0.857,0.441,28.0,44.0,1610612756,97.0,0.433,0.722,0.353,23.0,43.0,1,1610612751,Nets
2020-01-31,1610612751,2019,133.0,0.625,0.72,0.484,31.0,37.0,1610612741,118.0,0.488,0.846,0.353,27.0,38.0,1,1610612751,Nets
2020-01-29,1610612751,2019,125.0,0.506,0.8,0.385,26.0,37.0,1610612765,115.0,0.506,0.75,0.385,25.0,41.0,1,1610612751,Nets
2020-01-23,1610612751,2019,113.0,0.44,0.8,0.457,30.0,41.0,1610612747,128.0,0.5,0.75,0.5,28.0,52.0,0,1610612751,Nets
2020-01-20,1610612751,2019,111.0,0.481,0.647,0.379,22.0,47.0,1610612755,117.0,0.447,0.741,0.3329999999999999,30.0,43.0,0,1610612751,Nets
2020-01-18,1610612751,2019,97.0,0.3329999999999999,0.941,0.306,23.0,47.0,1610612749,117.0,0.506,0.625,0.4589999999999999,30.0,54.0,0,1610612751,Nets
2020-01-14,1610612751,2019,107.0,0.5,0.6,0.308,22.0,43.0,1610612762,118.0,0.5,0.867,0.361,19.0,41.0,0,1610612751,Nets
2020-01-12,1610612751,2019,108.0,0.532,0.552,0.385,25.0,62.0,1610612737,86.0,0.33,0.909,0.25,23.0,33.0,1,1610612751,Nets
2020-01-10,1610612751,2019,117.0,0.484,0.632,0.341,31.0,51.0,1610612748,113.0,0.518,0.857,0.241,26.0,40.0,1,1610612751,Nets
2020-01-07,1610612751,2019,103.0,0.408,0.75,0.297,19.0,52.0,1610612760,111.0,0.413,0.828,0.297,19.0,51.0,0,1610612751,Nets
2020-01-04,1610612751,2019,102.0,0.478,0.735,0.371,24.0,38.0,1610612761,121.0,0.4539999999999999,0.7140000000000001,0.406,21.0,43.0,0,1610612751,Nets
2019-12-26,1610612751,2019,82.0,0.2689999999999999,0.75,0.26,17.0,50.0,1610612752,94.0,0.402,0.733,0.31,16.0,60.0,0,1610612751,Nets
2019-12-21,1610612751,2019,122.0,0.46,0.679,0.3670000000000001,23.0,61.0,1610612737,112.0,0.371,0.852,0.2289999999999999,17.0,52.0,1,1610612751,Nets
2019-12-15,1610612751,2019,109.0,0.457,0.778,0.375,22.0,51.0,1610612755,89.0,0.43,0.588,0.192,19.0,38.0,1,1610612751,Nets
2019-12-11,1610612751,2019,108.0,0.4320000000000001,0.667,0.263,20.0,52.0,1610612766,113.0,0.409,0.813,0.429,20.0,47.0,0,1610612751,Nets
2019-12-08,1610612751,2019,105.0,0.46,0.7829999999999999,0.25,25.0,48.0,1610612743,102.0,0.4039999999999999,0.857,0.429,25.0,37.0,1,1610612751,Nets
2019-12-01,1610612751,2019,106.0,0.44,0.75,0.3329999999999999,24.0,48.0,1610612748,109.0,0.389,0.821,0.324,16.0,51.0,0,1610612751,Nets
2019-11-29,1610612751,2019,112.0,0.462,0.6920000000000001,0.415,30.0,49.0,1610612738,107.0,0.441,0.762,0.321,16.0,48.0,1,1610612751,Nets
2019-11-22,1610612751,2019,116.0,0.506,0.71,0.353,22.0,48.0,1610612758,97.0,0.4529999999999999,0.789,0.154,26.0,33.0,1,1610612751,Nets
2019-11-20,1610612751,2019,101.0,0.4,0.826,0.256,19.0,53.0,1610612766,91.0,0.37,0.769,0.3329999999999999,17.0,41.0,1,1610612751,Nets
2019-11-18,1610612751,2019,86.0,0.357,0.625,0.324,18.0,40.0,1610612754,115.0,0.436,0.765,0.424,26.0,63.0,0,1610612751,Nets
2019-11-04,1610612751,2019,135.0,0.5329999999999999,0.75,0.39,32.0,45.0,1610612740,125.0,0.495,0.762,0.406,18.0,39.0,1,1610612751,Nets
2019-11-01,1610612751,2019,123.0,0.494,0.7140000000000001,0.594,26.0,55.0,1610612745,116.0,0.414,0.815,0.25,21.0,40.0,1,1610612751,Nets
2019-10-30,1610612751,2019,108.0,0.441,0.615,0.3229999999999999,21.0,54.0,1610612754,118.0,0.469,0.85,0.423,25.0,41.0,0,1610612751,Nets
2019-10-25,1610612751,2019,113.0,0.474,0.6759999999999999,0.4320000000000001,21.0,46.0,1610612752,109.0,0.469,0.5710000000000001,0.68,17.0,39.0,1,1610612751,Nets
2019-10-23,1610612751,2019,126.0,0.475,0.5770000000000001,0.441,19.0,48.0,1610612750,127.0,0.426,0.7859999999999999,0.302,23.0,52.0,0,1610612751,Nets
2019-10-18,1610612751,2019,107.0,0.3879999999999999,0.643,0.325,16.0,51.0,1610612761,123.0,0.4629999999999999,0.846,0.511,31.0,57.0,0,1610612751,Nets
2019-10-12,1610612751,2019,91.0,0.4579999999999999,0.667,0.371,25.0,44.0,1610612747,77.0,0.337,0.632,0.156,14.0,39.0,1,1610612751,Nets
2019-04-20,1610612751,2018,108.0,0.4,0.774,0.316,23.0,41.0,1610612755,112.0,0.5,0.762,0.308,25.0,56.0,0,1610612751,Nets
2019-04-18,1610612751,2018,115.0,0.406,0.8290000000000001,0.205,12.0,43.0,1610612755,131.0,0.479,0.857,0.407,26.0,54.0,0,1610612751,Nets
2019-04-10,1610612751,2018,113.0,0.377,0.857,0.362,29.0,68.0,1610612748,94.0,0.3879999999999999,0.667,0.195,22.0,54.0,1,1610612751,Nets
2019-04-03,1610612751,2018,105.0,0.477,0.619,0.313,23.0,53.0,1610612761,115.0,0.419,0.857,0.395,29.0,52.0,0,1610612751,Nets
2019-04-01,1610612751,2018,121.0,0.415,0.794,0.364,19.0,55.0,1610612749,131.0,0.5,0.867,0.324,28.0,40.0,0,1610612751,Nets
2019-03-30,1610612751,2018,110.0,0.4579999999999999,0.7859999999999999,0.316,22.0,40.0,1610612738,96.0,0.422,0.7829999999999999,0.4,19.0,39.0,1,1610612751,Nets
2019-03-11,1610612751,2018,103.0,0.494,0.636,0.355,21.0,53.0,1610612765,75.0,0.278,0.813,0.235,16.0,49.0,1,1610612751,Nets
2019-03-06,1610612751,2018,113.0,0.473,0.5770000000000001,0.364,21.0,50.0,1610612739,107.0,0.402,0.7240000000000001,0.421,23.0,47.0,1,1610612751,Nets
2019-03-04,1610612751,2018,127.0,0.565,0.737,0.415,29.0,48.0,1610612742,88.0,0.356,0.636,0.267,20.0,36.0,1,1610612751,Nets
2019-03-01,1610612751,2018,112.0,0.512,0.778,0.313,27.0,37.0,1610612766,123.0,0.532,0.8240000000000001,0.429,24.0,40.0,0,1610612751,Nets
2019-02-27,1610612751,2018,116.0,0.4589999999999999,0.769,0.2289999999999999,20.0,41.0,1610612764,125.0,0.4579999999999999,0.8390000000000001,0.297,34.0,57.0,0,1610612751,Nets
2019-02-25,1610612751,2018,101.0,0.4320000000000001,0.75,0.38,24.0,51.0,1610612759,85.0,0.365,0.917,0.1669999999999999,14.0,47.0,1,1610612751,Nets
2019-02-21,1610612751,2018,99.0,0.391,0.769,0.1939999999999999,26.0,49.0,1610612757,113.0,0.4379999999999999,0.875,0.2189999999999999,19.0,60.0,0,1610612751,Nets
2019-02-08,1610612751,2018,106.0,0.415,0.938,0.317,26.0,33.0,1610612741,125.0,0.541,0.792,0.5,27.0,50.0,0,1610612751,Nets
2019-02-06,1610612751,2018,135.0,0.511,0.727,0.5589999999999999,36.0,40.0,1610612743,130.0,0.505,0.81,0.371,32.0,48.0,1,1610612751,Nets
2019-02-04,1610612751,2018,94.0,0.324,0.821,0.119,23.0,56.0,1610612749,113.0,0.426,0.68,0.256,29.0,59.0,0,1610612751,Nets
2019-01-29,1610612751,2018,122.0,0.447,0.7,0.286,25.0,43.0,1610612741,117.0,0.5,0.737,0.321,17.0,50.0,1,1610612751,Nets
2019-01-25,1610612751,2018,109.0,0.405,0.6809999999999999,0.273,19.0,60.0,1610612752,99.0,0.425,0.654,0.258,17.0,33.0,1,1610612751,Nets
2019-01-23,1610612751,2018,114.0,0.478,0.7829999999999999,0.313,20.0,45.0,1610612753,110.0,0.4270000000000001,0.821,0.324,22.0,42.0,1,1610612751,Nets
2019-01-21,1610612751,2018,123.0,0.5,0.833,0.371,25.0,56.0,1610612758,94.0,0.419,0.545,0.4,26.0,37.0,1,1610612751,Nets
2019-01-14,1610612751,2018,109.0,0.43,0.88,0.342,18.0,55.0,1610612738,102.0,0.407,0.7390000000000001,0.306,21.0,41.0,1,1610612751,Nets
2019-01-09,1610612751,2018,116.0,0.4529999999999999,0.769,0.3329999999999999,21.0,54.0,1610612737,100.0,0.364,0.88,0.171,17.0,52.0,1,1610612751,Nets
2019-01-02,1610612751,2018,126.0,0.505,0.762,0.516,27.0,43.0,1610612740,121.0,0.529,0.7040000000000001,0.435,19.0,41.0,1,1610612751,Nets
2022-12-21,1610612752,2022,106.0,0.553,0.611,0.423,25.0,38.0,1610612761,113.0,0.447,0.909,0.265,17.0,38.0,0,1610612752,Knicks
2022-12-20,1610612752,2022,132.0,0.517,0.781,0.425,27.0,47.0,1610612744,94.0,0.473,0.923,0.343,23.0,29.0,1,1610612752,Knicks
2022-12-11,1610612752,2022,112.0,0.449,0.889,0.229,19.0,55.0,1610612758,99.0,0.398,0.657,0.256,20.0,41.0,1,1610612752,Knicks
2022-12-07,1610612752,2022,113.0,0.446,0.917,0.472,26.0,55.0,1610612737,89.0,0.376,0.792,0.167,16.0,39.0,1,1610612752,Knicks
2022-12-04,1610612752,2022,92.0,0.407,0.81,0.172,17.0,54.0,1610612739,81.0,0.349,0.75,0.229,17.0,39.0,1,1610612752,Knicks
2022-12-03,1610612752,2022,100.0,0.455,0.714,0.323,18.0,45.0,1610612742,121.0,0.43,0.786,0.393,27.0,50.0,0,1610612752,Knicks
2022-11-30,1610612752,2022,103.0,0.42,0.65,0.2,18.0,55.0,1610612749,109.0,0.433,0.808,0.286,23.0,52.0,0,1610612752,Knicks
2022-11-27,1610612752,2022,123.0,0.506,0.833,0.333,30.0,42.0,1610612763,127.0,0.484,0.742,0.375,32.0,50.0,0,1610612752,Knicks
2022-11-25,1610612752,2022,129.0,0.438,0.857,0.317,27.0,44.0,1610612757,132.0,0.494,0.745,0.313,24.0,48.0,0,1610612752,Knicks
2022-11-13,1610612752,2022,135.0,0.495,0.879,0.323,25.0,35.0,1610612760,145.0,0.625,0.9,0.548,31.0,38.0,0,1610612752,Knicks
2022-11-11,1610612752,2022,121.0,0.447,0.931,0.25,23.0,47.0,1610612765,112.0,0.463,0.756,0.226,22.0,43.0,1,1610612752,Knicks
2022-11-05,1610612752,2022,118.0,0.511,0.938,0.407,22.0,44.0,1610612738,133.0,0.534,1.0,0.529,30.0,34.0,0,1610612752,Knicks
2022-11-02,1610612752,2022,99.0,0.411,0.75,0.278,23.0,52.0,1610612737,112.0,0.411,0.75,0.353,28.0,51.0,0,1610612752,Knicks
2022-10-26,1610612752,2022,134.0,0.536,0.864,0.367,26.0,46.0,1610612766,131.0,0.495,0.667,0.419,31.0,42.0,1,1610612752,Knicks
2022-10-24,1610612752,2022,115.0,0.462,0.72,0.297,24.0,50.0,1610612753,102.0,0.419,0.852,0.2,14.0,41.0,1,1610612752,Knicks
2022-10-21,1610612752,2022,130.0,0.526,0.636,0.421,29.0,50.0,1610612765,106.0,0.433,0.594,0.25,26.0,49.0,1,1610612752,Knicks
2022-10-14,1610612752,2022,105.0,0.427,0.75,0.242,25.0,66.0,1610612764,89.0,0.379,0.65,0.222,23.0,40.0,1,1610612752,Knicks
2022-10-07,1610612752,2022,131.0,0.44,0.963,0.405,25.0,43.0,1610612754,114.0,0.446,0.731,0.394,26.0,47.0,1,1610612752,Knicks
2022-10-04,1610612752,2022,117.0,0.511,0.733,0.378,27.0,42.0,1610612765,96.0,0.407,0.739,0.31,19.0,44.0,1,1610612752,Knicks
2022-04-10,1610612752,2021,105.0,0.46,0.833,0.349,32.0,48.0,1610612761,94.0,0.391,0.909,0.286,27.0,43.0,1,1610612752,Knicks
2022-04-06,1610612752,2021,98.0,0.386,0.583,0.342,22.0,42.0,1610612751,110.0,0.441,0.778,0.341,28.0,49.0,0,1610612752,Knicks
2022-04-02,1610612752,2021,101.0,0.403,0.765,0.433,19.0,35.0,1610612739,119.0,0.543,0.762,0.441,26.0,43.0,0,1610612752,Knicks
2022-03-30,1610612752,2021,114.0,0.471,0.692,0.364,23.0,43.0,1610612766,125.0,0.544,0.882,0.343,39.0,40.0,0,1610612752,Knicks
2022-03-28,1610612752,2021,109.0,0.427,0.6,0.343,19.0,46.0,1610612741,104.0,0.43,0.909,0.261,16.0,47.0,1,1610612752,Knicks
2022-03-22,1610612752,2021,111.0,0.488,0.538,0.382,20.0,41.0,1610612737,117.0,0.494,0.815,0.417,26.0,43.0,0,1610612752,Knicks
