,game_id,avg_pts,avg_fg_pct,avg_ft_pct,avg_fg3_pct,avg_ast,avg_reb,delta_pts,delta_fg_pct,delta_ft_pct,delta_fg3_pct,delta_ast,delta_reb,home_team_id,visitor_team_id,pts_home,fg_pct_home,ft_pct_home,fg3_pct_home,ast_home,reb_home,pts_away,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,date,total1,hit_over
0,21200034,126.0,0.613,0.8,0.64,31.0,43.0,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612742,1610612766,126.0,0.613,0.8,0.64,31.0,43.0,99.0,0.429,0.75,0.176,19.0,38.0,2012-11-03,187.0,1
1,21200046,126.0,0.613,0.8,0.64,31.0,43.0,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612742,1610612757,114.0,0.615,0.615,0.5,29.0,37.0,91.0,0.387,0.778,0.2269999999999999,13.0,48.0,2012-11-05,198.0,1
2,21200061,120.0,0.614,0.7075,0.5700000000000001,30.0,40.0,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612742,1610612761,109.0,0.4639999999999999,0.657,0.381,21.0,47.0,104.0,0.444,0.871,0.2269999999999999,21.0,38.0,2012-11-07,197.0,1
3,21200071,116.33333333333333,0.564,0.6906666666666667,0.507,27.0,42.333333333333336,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612752,1610612742,104.0,0.417,0.684,0.364,17.0,43.0,94.0,0.407,0.87,0.286,17.0,50.0,2012-11-09,198.0,0
4,21200083,110.75,0.5247499999999999,0.7355,0.45175,24.5,44.25,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612766,1610612742,101.0,0.421,0.643,0.15,15.0,53.0,97.0,0.405,0.8,0.474,21.0,43.0,2012-11-10,200.0,0
5,21200100,103.5,0.47275,0.7355,0.41024999999999995,22.0,44.25,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612742,1610612750,82.0,0.363,0.8,0.25,16.0,35.0,90.0,0.462,0.813,0.267,20.0,49.0,2012-11-12,191.0,0
6,21200115,95.5,0.40974999999999995,0.7817500000000001,0.34775,18.75,43.75,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612742,1610612764,107.0,0.5,0.7879999999999999,0.273,20.0,40.0,101.0,0.481,0.909,0.481,24.0,34.0,2012-11-14,192.0,1
7,21200124,95.0,0.41874999999999996,0.8145,0.32075,18.5,42.0,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612754,1610612742,103.0,0.47,0.613,0.375,23.0,46.0,83.0,0.37,0.84,0.154,16.0,44.0,2012-11-16,188.0,0
8,21200135,92.25,0.4095,0.8069999999999999,0.28775,18.25,40.5,-0.3412698412698413,-0.39641109298531807,0.04999999999999982,-0.759375,-0.4838709677419355,0.023255813953488413,1610612739,1610612742,95.0,0.375,0.75,0.32,21.0,38.0,103.0,0.514,0.85,0.435,26.0,42.0,2012-11-17,199.0,0
9,21200151,93.75,0.43675,0.8195,0.278,19.5,40.25,-0.0964912280701754,-0.16422764227642273,0.38211382113821135,-0.13,-0.10344827586206895,0.1351351351351351,1610612742,1610612744,101.0,0.43,0.708,0.476,24.0,43.0,105.0,0.407,0.733,0.375,19.0,62.0,2012-11-19,200.0,1
