,game_id,home_team_id,visitor_team_id,pts_home,fg_pct_home,ft_pct_home,fg3_pct_home,ast_home,reb_home,pts_away,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,date,total1,hit_over
4610,21200470,1610612749,1610612759,110.0,0.489,0.792,0.294,24.0,47.0,117.0,0.517,0.696,0.529,32.0,40.0,2013-01-02,204.0,1
4620,21200477,1610612743,1610612750,97.0,0.465,0.55,0.273,27.0,39.0,101.0,0.446,0.7,0.375,21.0,52.0,2013-01-03,201.5,0
4630,21200476,1610612752,1610612759,100.0,0.476,0.625,0.444,26.0,48.0,83.0,0.364,0.857,0.265,14.0,35.0,2013-01-03,208.0,0
4640,21200478,1610612761,1610612758,96.0,0.38,0.6759999999999999,0.3329999999999999,18.0,39.0,105.0,0.526,0.7,0.3329999999999999,23.0,43.0,2013-01-04,195.5,1
4649,21200479,1610612764,1610612751,113.0,0.473,0.581,0.5,27.0,41.0,115.0,0.461,0.6940000000000001,0.3329999999999999,22.0,54.0,2013-01-04,184.0,1
4658,21200480,1610612766,1610612739,104.0,0.451,0.7859999999999999,0.471,25.0,43.0,106.0,0.5,0.7240000000000001,0.4379999999999999,23.0,40.0,2013-01-04,196.0,1
4667,21200482,1610612765,1610612737,85.0,0.412,0.5710000000000001,0.2,18.0,56.0,84.0,0.413,0.6,0.345,26.0,38.0,2013-01-04,190.0,0
4676,21200481,1610612748,1610612741,89.0,0.462,0.774,0.25,17.0,28.0,96.0,0.45,0.792,0.357,22.0,48.0,2013-01-04,189.5,0
4685,21200485,1610612760,1610612755,109.0,0.52,0.778,0.588,18.0,47.0,85.0,0.405,0.75,0.4579999999999999,21.0,40.0,2013-01-04,196.5,0
4694,21200484,1610612763,1610612757,84.0,0.395,1.0,0.4,13.0,45.0,86.0,0.407,0.667,0.37,22.0,41.0,2013-01-04,182.0,0
4703,21200486,1610612749,1610612745,101.0,0.4479999999999999,0.7390000000000001,0.429,23.0,49.0,115.0,0.542,0.632,0.3939999999999999,30.0,35.0,2013-01-04,214.0,1
4712,21200487,1610612756,1610612762,80.0,0.4529999999999999,0.727,0.267,23.0,40.0,87.0,0.449,0.667,0.111,27.0,38.0,2013-01-04,198.5,0
4721,21200488,1610612746,1610612747,107.0,0.5,0.76,0.429,27.0,47.0,102.0,0.461,0.722,0.24,19.0,36.0,2013-01-04,207.0,1
4730,21200483,1610612738,1610612754,94.0,0.449,0.556,0.444,22.0,49.0,75.0,0.318,0.607,0.235,14.0,47.0,2013-01-04,181.5,0
4739,21200489,1610612737,1610612738,81.0,0.412,0.789,0.345,18.0,36.0,89.0,0.4589999999999999,0.667,0.188,27.0,44.0,2013-01-05,187.0,0
4748,21200490,1610612753,1610612752,106.0,0.482,0.778,0.385,23.0,45.0,114.0,0.477,0.818,0.364,24.0,40.0,2013-01-05,195.0,1
4757,21200491,1610612754,1610612749,95.0,0.435,0.6,0.15,19.0,59.0,80.0,0.3779999999999999,0.722,0.278,18.0,39.0,2013-01-05,187.5,0
4766,21200493,1610612739,1610612745,104.0,0.396,0.893,0.304,20.0,44.0,112.0,0.4679999999999999,0.722,0.353,23.0,43.0,2013-01-05,213.0,1
4775,21200492,1610612751,1610612758,113.0,0.518,0.857,0.292,26.0,51.0,93.0,0.4,0.652,0.316,18.0,41.0,2013-01-05,196.0,1
4784,21200495,1610612742,1610612740,96.0,0.4589999999999999,0.846,0.368,21.0,42.0,99.0,0.4529999999999999,0.813,0.381,23.0,44.0,2013-01-05,194.5,1
4793,21200496,1610612759,1610612755,109.0,0.482,0.826,0.32,24.0,50.0,86.0,0.417,0.65,0.176,19.0,41.0,2013-01-05,198.0,0
4802,21200497,1610612743,1610612762,110.0,0.513,0.718,0.364,20.0,48.0,91.0,0.359,0.743,0.36,20.0,41.0,2013-01-05,201.5,0
4811,21200498,1610612746,1610612744,115.0,0.522,0.733,0.357,29.0,41.0,89.0,0.444,0.769,0.25,19.0,30.0,2013-01-05,202.5,1
4820,21200494,1610612750,1610612757,97.0,0.418,0.889,0.313,22.0,52.0,102.0,0.43,0.923,0.667,22.0,39.0,2013-01-05,190.5,1
4829,21200503,1610612747,1610612743,105.0,0.4629999999999999,0.7040000000000001,0.3329999999999999,30.0,48.0,112.0,0.436,0.652,0.375,33.0,44.0,2013-01-06,214.0,1
4838,21200502,1610612756,1610612763,81.0,0.392,0.778,0.357,18.0,32.0,92.0,0.536,0.8,0.25,22.0,42.0,2013-01-06,184.5,0
4847,21200501,1610612765,1610612766,101.0,0.5,0.684,0.308,22.0,44.0,108.0,0.435,0.862,0.231,14.0,45.0,2013-01-06,193.5,1
4856,21200500,1610612748,1610612764,99.0,0.4629999999999999,0.938,0.381,20.0,50.0,71.0,0.358,0.5,0.286,20.0,39.0,2013-01-06,191.5,0
4865,21200499,1610612761,1610612760,92.0,0.447,0.762,0.348,28.0,31.0,104.0,0.494,0.917,0.273,24.0,41.0,2013-01-06,195.5,1
4874,21200504,1610612764,1610612760,101.0,0.4370000000000001,0.833,0.556,20.0,45.0,99.0,0.425,0.833,0.24,21.0,44.0,2013-01-07,194.0,1
4883,21200505,1610612752,1610612738,96.0,0.408,0.769,0.4379999999999999,19.0,42.0,102.0,0.527,0.9,0.3329999999999999,26.0,36.0,2013-01-07,191.5,1
4892,21200506,1610612741,1610612739,118.0,0.537,0.833,0.7140000000000001,34.0,47.0,92.0,0.423,0.826,0.5,19.0,31.0,2013-01-07,186.0,1
4901,21200507,1610612740,1610612759,95.0,0.482,0.833,0.385,23.0,42.0,88.0,0.452,0.8,0.286,20.0,32.0,2013-01-07,193.5,0
4910,21200509,1610612758,1610612763,81.0,0.368,0.87,0.238,14.0,37.0,113.0,0.488,0.889,0.55,29.0,44.0,2013-01-07,188.0,1
4919,21200510,1610612757,1610612753,125.0,0.511,0.875,0.3329999999999999,34.0,44.0,119.0,0.495,0.889,0.3670000000000001,35.0,36.0,2013-01-07,193.0,1
4928,21200508,1610612762,1610612742,100.0,0.397,0.778,0.526,20.0,47.0,94.0,0.4320000000000001,0.9,0.316,20.0,46.0,2013-01-07,199.0,0
4937,21200515,1610612750,1610612737,108.0,0.46,0.769,0.5329999999999999,29.0,43.0,103.0,0.494,0.81,0.455,21.0,44.0,2013-01-08,188.5,1
4946,21200514,1610612745,1610612747,125.0,0.552,0.7829999999999999,0.44,26.0,42.0,112.0,0.473,0.923,0.452,25.0,37.0,2013-01-08,223.0,1
4955,21200513,1610612749,1610612756,108.0,0.462,0.789,0.529,25.0,46.0,99.0,0.411,0.8079999999999999,0.2,21.0,50.0,2013-01-08,201.0,1
4964,21200512,1610612754,1610612748,87.0,0.363,0.632,0.409,20.0,55.0,77.0,0.412,0.722,0.421,13.0,36.0,2013-01-08,187.0,0
4973,21200511,1610612755,1610612751,89.0,0.481,0.6,0.412,24.0,32.0,109.0,0.482,0.8640000000000001,0.417,27.0,50.0,2013-01-08,187.0,1
4982,21200516,1610612761,1610612755,90.0,0.488,0.846,0.091,26.0,46.0,72.0,0.392,0.632,0.2,15.0,37.0,2013-01-09,189.0,0
4991,21200517,1610612766,1610612762,102.0,0.477,0.636,0.5,26.0,39.0,112.0,0.537,0.667,0.455,30.0,41.0,2013-01-09,199.0,1
5000,21200518,1610612739,1610612737,99.0,0.457,0.65,0.522,25.0,45.0,83.0,0.44,0.4,0.318,19.0,46.0,2013-01-09,193.0,0
5009,21200519,1610612738,1610612756,87.0,0.457,0.833,0.214,23.0,42.0,79.0,0.3929999999999999,0.611,0.1669999999999999,21.0,47.0,2013-01-09,192.0,0
5018,21200520,1610612741,1610612749,96.0,0.411,0.7,0.4,23.0,45.0,104.0,0.4639999999999999,0.762,0.455,21.0,48.0,2013-01-09,190.0,1
5027,21200523,1610612760,1610612750,106.0,0.474,0.852,0.55,19.0,39.0,84.0,0.431,0.792,0.25,21.0,38.0,2013-01-09,202.0,0
5036,21200522,1610612759,1610612747,108.0,0.488,0.875,0.48,25.0,48.0,105.0,0.4629999999999999,0.6,0.296,22.0,40.0,2013-01-09,214.0,0
5045,21200526,1610612744,1610612763,87.0,0.465,0.7,0.412,23.0,38.0,94.0,0.455,0.75,0.118,27.0,43.0,2013-01-09,191.5,0
5054,21200521,1610612740,1610612745,88.0,0.417,0.813,0.263,26.0,46.0,79.0,0.4,0.769,0.3329999999999999,15.0,39.0,2013-01-09,200.5,0
5063,21200524,1610612743,1610612753,108.0,0.436,0.611,0.3329999999999999,24.0,48.0,105.0,0.473,0.9,0.3329999999999999,23.0,43.0,2013-01-09,204.0,1
5072,21200525,1610612746,1610612742,99.0,0.481,0.619,0.417,25.0,47.0,93.0,0.429,0.833,0.3329999999999999,21.0,34.0,2013-01-09,201.5,0
5081,21200529,1610612757,1610612748,92.0,0.375,0.767,0.3329999999999999,18.0,45.0,90.0,0.455,0.7,0.316,20.0,45.0,2013-01-10,194.5,0
5090,21200528,1610612758,1610612742,112.0,0.494,0.7809999999999999,0.259,23.0,41.0,117.0,0.4270000000000001,0.857,0.238,20.0,52.0,2013-01-10,205.5,1
5099,21200527,1610612754,1610612752,81.0,0.392,0.875,0.238,16.0,48.0,76.0,0.348,0.769,0.2,14.0,51.0,2013-01-10,184.0,0
5108,21200530,1610612761,1610612766,99.0,0.4529999999999999,0.818,0.444,25.0,48.0,78.0,0.373,0.8640000000000001,0.25,14.0,41.0,2013-01-11,195.0,0
5117,21200531,1610612738,1610612745,103.0,0.519,0.75,0.391,22.0,43.0,91.0,0.4379999999999999,0.414,0.273,23.0,38.0,2013-01-11,201.0,0
5126,21200532,1610612751,1610612756,99.0,0.4529999999999999,0.7809999999999999,0.462,12.0,44.0,79.0,0.392,0.625,0.5,20.0,39.0,2013-01-11,194.0,0
5135,21200533,1610612737,1610612762,103.0,0.556,0.609,0.474,24.0,33.0,95.0,0.474,0.789,0.4,29.0,35.0,2013-01-11,193.5,1
5144,21200534,1610612752,1610612741,101.0,0.411,0.696,0.5,17.0,41.0,108.0,0.574,0.735,0.455,26.0,39.0,2013-01-11,194.0,1
5153,21200536,1610612740,1610612750,104.0,0.524,0.889,0.364,29.0,44.0,92.0,0.449,0.7879999999999999,0.222,20.0,31.0,2013-01-11,182.5,1
5162,21200538,1610612743,1610612739,98.0,0.439,0.71,0.25,24.0,56.0,91.0,0.435,0.75,0.208,12.0,35.0,2013-01-11,205.5,0
5171,21200539,1610612747,1610612760,101.0,0.3979999999999999,0.773,0.214,23.0,46.0,116.0,0.506,0.679,0.31,28.0,53.0,2013-01-11,217.0,0
5180,21200540,1610612744,1610612757,103.0,0.477,0.833,0.4,28.0,47.0,97.0,0.38,0.632,0.349,18.0,52.0,2013-01-11,199.5,1
5189,21200535,1610612763,1610612759,101.0,0.471,0.857,0.25,19.0,35.0,98.0,0.461,0.818,0.4,25.0,35.0,2013-01-11,187.5,1
5198,21200537,1610612749,1610612765,87.0,0.396,0.737,0.063,16.0,48.0,103.0,0.433,0.68,0.364,24.0,51.0,2013-01-11,197.0,0
5207,21200544,1610612755,1610612745,107.0,0.494,0.789,0.3329999999999999,26.0,43.0,100.0,0.44,0.818,0.25,21.0,42.0,2013-01-12,204.0,1
5216,21200541,1610612746,1610612753,101.0,0.489,1.0,0.409,32.0,35.0,104.0,0.481,0.789,0.44,28.0,41.0,2013-01-12,198.5,1
5225,21200542,1610612764,1610612737,93.0,0.456,0.7040000000000001,0.182,17.0,51.0,83.0,0.385,0.64,0.292,23.0,38.0,2013-01-12,189.5,0
5234,21200543,1610612754,1610612766,96.0,0.4270000000000001,0.75,0.3929999999999999,24.0,48.0,88.0,0.462,0.813,0.429,20.0,38.0,2013-01-12,184.5,0
5243,21200545,1610612765,1610612762,87.0,0.523,0.619,0.375,21.0,32.0,90.0,0.507,0.722,0.5,21.0,32.0,2013-01-12,192.5,0
5252,21200547,1610612742,1610612763,104.0,0.488,0.7140000000000001,0.647,26.0,48.0,83.0,0.381,0.615,0.375,19.0,41.0,2013-01-12,186.5,1
5261,21200548,1610612758,1610612748,99.0,0.4370000000000001,0.737,0.5,23.0,40.0,128.0,0.563,0.875,0.4589999999999999,35.0,36.0,2013-01-12,203.5,1
5270,21200546,1610612741,1610612756,81.0,0.364,0.7140000000000001,0.182,18.0,42.0,97.0,0.493,0.76,0.429,23.0,46.0,2013-01-12,189.0,0
5279,21200555,1610612747,1610612739,113.0,0.58,0.741,0.52,32.0,41.0,93.0,0.411,0.917,0.19,24.0,39.0,2013-01-13,209.0,0
5288,21200554,1610612757,1610612760,83.0,0.36,0.833,0.286,17.0,42.0,87.0,0.451,0.773,0.261,20.0,43.0,2013-01-13,202.0,0
5297,21200553,1610612743,1610612744,116.0,0.478,0.778,0.3329999999999999,27.0,44.0,105.0,0.518,0.75,0.542,28.0,39.0,2013-01-13,208.0,1
5306,21200552,1610612759,1610612750,106.0,0.563,0.727,0.381,31.0,43.0,88.0,0.371,0.7829999999999999,0.25,23.0,38.0,2013-01-13,199.0,0
5315,21200551,1610612751,1610612754,97.0,0.407,0.8059999999999999,0.429,19.0,47.0,86.0,0.422,0.833,0.25,18.0,39.0,2013-01-13,181.0,1
5324,21200550,1610612761,1610612749,96.0,0.424,0.778,0.231,25.0,40.0,107.0,0.519,0.826,0.421,29.0,32.0,2013-01-13,192.5,1
5333,21200549,1610612752,1610612740,100.0,0.4320000000000001,0.76,0.3670000000000001,24.0,45.0,87.0,0.402,0.773,0.174,14.0,47.0,2013-01-13,190.0,0
5342,21200556,1610612764,1610612753,120.0,0.561,0.84,0.636,32.0,42.0,91.0,0.425,0.8,0.278,23.0,38.0,2013-01-14,191.5,1
5351,21200557,1610612738,1610612766,100.0,0.488,0.7,0.381,27.0,42.0,89.0,0.418,0.708,0.4,15.0,34.0,2013-01-14,192.0,0
5360,21200558,1610612741,1610612737,97.0,0.418,0.758,0.429,18.0,59.0,58.0,0.293,0.8,0.143,15.0,39.0,2013-01-14,183.0,0
5369,21200559,1610612763,1610612746,73.0,0.303,0.765,0.3,14.0,48.0,99.0,0.461,0.75,0.357,20.0,44.0,2013-01-14,180.0,0
5378,21200563,1610612758,1610612739,124.0,0.512,0.879,0.474,24.0,40.0,118.0,0.478,0.733,0.5,18.0,38.0,2013-01-14,205.5,1
5387,21200561,1610612762,1610612748,104.0,0.474,0.857,0.444,25.0,40.0,97.0,0.542,0.625,0.391,25.0,23.0,2013-01-14,198.0,1
5396,21200562,1610612756,1610612760,90.0,0.417,0.611,0.36,18.0,48.0,102.0,0.476,0.773,0.294,16.0,42.0,2013-01-14,199.0,0
5405,21200560,1610612742,1610612750,113.0,0.597,0.938,0.462,33.0,33.0,98.0,0.412,0.759,0.3,19.0,46.0,2013-01-14,195.0,1
5414,21200564,1610612755,1610612740,99.0,0.476,0.769,0.524,28.0,32.0,111.0,0.53,0.722,0.556,22.0,48.0,2013-01-15,183.5,1
5424,21200565,1610612766,1610612754,76.0,0.347,0.767,0.3329999999999999,13.0,31.0,103.0,0.414,0.821,0.364,25.0,60.0,2013-01-15,185.5,0
5434,21200566,1610612751,1610612761,113.0,0.494,0.893,0.381,22.0,34.0,106.0,0.488,0.826,0.5379999999999999,21.0,41.0,2013-01-15,189.5,1
5444,21200568,1610612743,1610612757,115.0,0.475,0.632,0.36,31.0,39.0,111.0,0.477,0.826,0.296,25.0,46.0,2013-01-15,202.0,1
5454,21200569,1610612747,1610612749,104.0,0.5,0.556,0.345,30.0,46.0,88.0,0.358,0.591,0.25,15.0,54.0,2013-01-15,212.0,0
5464,21200567,1610612745,1610612746,109.0,0.5,0.56,0.351,25.0,34.0,117.0,0.5379999999999999,0.846,0.579,21.0,35.0,2013-01-15,206.5,1
5474,21200579,1610612744,1610612748,75.0,0.363,0.778,0.25,17.0,52.0,92.0,0.4,0.667,0.276,24.0,51.0,2013-01-16,200.5,0
5484,21200570,1610612761,1610612741,105.0,0.447,0.7190000000000001,0.375,20.0,43.0,107.0,0.4529999999999999,0.722,0.273,26.0,46.0,2013-01-16,182.5,1
5494,21200573,1610612738,1610612740,78.0,0.4589999999999999,0.375,0.222,22.0,33.0,90.0,0.4370000000000001,0.8390000000000001,0.118,12.0,48.0,2013-01-16,181.5,0
5504,21200574,1610612760,1610612743,117.0,0.518,0.769,0.474,24.0,35.0,97.0,0.452,0.784,0.133,21.0,35.0,2013-01-16,208.5,1
5514,21200571,1610612753,1610612754,97.0,0.465,1.0,0.5710000000000001,29.0,40.0,86.0,0.435,0.833,0.118,18.0,44.0,2013-01-16,186.5,0
5524,21200576,1610612759,1610612763,103.0,0.579,0.6,0.5,33.0,33.0,82.0,0.42,0.821,0.111,11.0,32.0,2013-01-16,186.5,0
5534,21200577,1610612758,1610612764,95.0,0.482,0.615,0.455,23.0,43.0,94.0,0.4529999999999999,0.727,0.471,32.0,41.0,2013-01-16,207.5,0
5544,21200578,1610612757,1610612739,88.0,0.392,0.654,0.31,19.0,54.0,93.0,0.386,0.7809999999999999,0.235,16.0,40.0,2013-01-16,197.5,0
5554,21200575,1610612742,1610612745,105.0,0.384,0.7909999999999999,0.2269999999999999,22.0,47.0,100.0,0.3929999999999999,0.767,0.407,17.0,52.0,2013-01-16,213.0,0
5564,21200572,1610612737,1610612751,109.0,0.5770000000000001,0.647,0.381,33.0,41.0,95.0,0.425,1.0,0.154,17.0,37.0,2013-01-16,187.5,1
5574,21200583,1610612747,1610612748,90.0,0.431,0.643,0.455,22.0,42.0,99.0,0.482,0.7390000000000001,0.154,22.0,35.0,2013-01-17,207.0,0
5584,21200582,1610612756,1610612749,94.0,0.382,0.759,0.286,20.0,44.0,98.0,0.424,0.7,0.375,24.0,51.0,2013-01-17,197.0,0
5594,21200581,1610612750,1610612746,77.0,0.357,0.65,0.211,19.0,41.0,90.0,0.455,0.652,0.385,18.0,48.0,2013-01-17,193.5,0
5604,21200580,1610612765,1610612752,87.0,0.4429999999999999,0.5,0.353,22.0,36.0,102.0,0.4579999999999999,0.8059999999999999,0.355,17.0,44.0,2013-01-17,197.5,0
5614,21200587,1610612754,1610612745,105.0,0.46,0.8240000000000001,0.579,21.0,41.0,95.0,0.41,0.875,0.433,21.0,36.0,2013-01-18,195.0,1
5624,21200584,1610612738,1610612741,99.0,0.418,0.7140000000000001,0.214,15.0,42.0,100.0,0.48,0.7190000000000001,0.3329999999999999,21.0,43.0,2013-01-18,181.5,1
5634,21200585,1610612755,1610612761,108.0,0.516,0.7140000000000001,0.211,30.0,39.0,101.0,0.455,0.769,0.44,29.0,42.0,2013-01-18,190.0,1
5644,21200586,1610612753,1610612766,100.0,0.4679999999999999,0.7140000000000001,0.355,20.0,36.0,106.0,0.4679999999999999,0.737,0.3329999999999999,16.0,43.0,2013-01-18,196.5,1
5654,21200588,1610612751,1610612737,94.0,0.405,0.6579999999999999,0.346,18.0,48.0,89.0,0.4379999999999999,0.7140000000000001,0.429,22.0,35.0,2013-01-18,190.5,0
5663,21200590,1610612759,1610612744,95.0,0.45,0.9,0.2269999999999999,19.0,46.0,88.0,0.429,0.857,0.25,23.0,42.0,2013-01-18,201.5,0
5672,21200591,1610612743,1610612764,108.0,0.488,0.613,0.4379999999999999,17.0,34.0,112.0,0.513,0.679,0.478,26.0,45.0,2013-01-18,203.5,1
5682,21200592,1610612742,1610612760,114.0,0.451,0.833,0.35,24.0,46.0,117.0,0.411,0.917,0.3,13.0,53.0,2013-01-18,206.0,1
5692,21200589,1610612763,1610612758,85.0,0.436,0.7,0.429,21.0,48.0,69.0,0.341,0.6,0.2,9.0,43.0,2013-01-18,190.0,0
5702,21200593,1610612766,1610612758,93.0,0.431,0.684,0.3329999999999999,20.0,38.0,97.0,0.457,0.857,0.278,24.0,39.0,2013-01-19,203.5,0
5712,21200594,1610612737,1610612759,93.0,0.412,0.682,0.381,20.0,50.0,98.0,0.477,0.727,0.3329999999999999,21.0,39.0,2013-01-19,194.0,0
5722,21200596,1610612740,1610612744,112.0,0.57,0.565,0.375,30.0,37.0,116.0,0.494,0.857,0.455,25.0,33.0,2013-01-19,188.0,1
5732,21200595,1610612741,1610612763,82.0,0.365,0.81,0.214,22.0,50.0,85.0,0.405,0.607,0.0,15.0,48.0,2013-01-19,174.5,0
5742,21200598,1610612762,1610612739,109.0,0.5,0.765,0.375,30.0,46.0,98.0,0.41,0.8,0.286,20.0,40.0,2013-01-19,199.0,1
5752,21200599,1610612757,1610612749,104.0,0.42,0.875,0.286,19.0,46.0,110.0,0.4429999999999999,0.813,0.3329999999999999,26.0,43.0,2013-01-19,196.0,1
5762,21200600,1610612746,1610612764,94.0,0.366,0.677,0.238,18.0,58.0,87.0,0.416,0.556,0.4,21.0,43.0,2013-01-19,194.0,0
5772,21200597,1610612750,1610612745,92.0,0.469,0.8059999999999999,0.214,14.0,37.0,79.0,0.321,0.75,0.258,14.0,43.0,2013-01-19,202.5,0
5782,21200604,1610612743,1610612760,121.0,0.484,0.6759999999999999,0.444,26.0,50.0,118.0,0.461,0.833,0.3329999999999999,22.0,39.0,2013-01-20,208.5,1
5792,21200603,1610612765,1610612738,103.0,0.462,0.71,0.474,24.0,50.0,88.0,0.3979999999999999,0.72,0.267,22.0,42.0,2013-01-20,184.0,1
5802,21200602,1610612753,1610612742,105.0,0.506,0.8,0.429,26.0,42.0,111.0,0.5,0.867,0.5329999999999999,29.0,43.0,2013-01-20,201.5,1
5812,21200601,1610612761,1610612747,108.0,0.5479999999999999,0.588,0.3,27.0,40.0,103.0,0.4320000000000001,0.857,0.3329999999999999,20.0,37.0,2013-01-20,201.0,1
5822,21200607,1610612766,1610612745,94.0,0.42,0.833,0.4,17.0,40.0,100.0,0.392,0.78,0.345,20.0,47.0,2013-01-21,209.0,0
5832,21200605,1610612763,1610612754,81.0,0.422,1.0,0.4,16.0,35.0,82.0,0.493,0.545,0.471,22.0,34.0,2013-01-21,170.5,0
5842,21200606,1610612740,1610612758,114.0,0.483,0.762,0.48,25.0,49.0,105.0,0.469,0.813,0.2,18.0,36.0,2013-01-21,194.0,1
5852,21200608,1610612737,1610612750,104.0,0.5770000000000001,0.5710000000000001,0.625,32.0,32.0,96.0,0.486,0.731,0.357,24.0,30.0,2013-01-21,184.5,1
5862,21200611,1610612755,1610612759,85.0,0.44,0.636,0.286,25.0,42.0,90.0,0.42,0.731,0.1669999999999999,22.0,47.0,2013-01-21,194.0,0
5872,21200610,1610612744,1610612746,106.0,0.52,0.889,0.545,25.0,39.0,99.0,0.4579999999999999,0.545,0.3670000000000001,32.0,39.0,2013-01-21,197.5,1
5882,21200609,1610612752,1610612751,85.0,0.405,0.647,0.286,14.0,37.0,88.0,0.419,0.7,0.5,23.0,52.0,2013-01-21,193.0,0
5892,21200612,1610612741,1610612747,95.0,0.419,0.667,0.529,25.0,40.0,83.0,0.395,0.696,0.176,15.0,50.0,2013-01-21,194.5,0
5902,21200613,1610612757,1610612764,95.0,0.457,0.778,0.292,25.0,42.0,98.0,0.4639999999999999,0.706,0.421,23.0,44.0,2013-01-21,195.5,0
5912,21200615,1610612765,1610612753,105.0,0.462,0.667,0.304,23.0,54.0,90.0,0.452,0.75,0.4,27.0,41.0,2013-01-22,195.0,0
5922,21200616,1610612749,1610612755,110.0,0.519,0.636,0.4379999999999999,24.0,38.0,102.0,0.442,0.769,0.5,29.0,46.0,2013-01-22,196.0,1
5932,21200614,1610612739,1610612738,95.0,0.451,0.8640000000000001,0.1669999999999999,28.0,39.0,90.0,0.381,0.8640000000000001,0.412,24.0,48.0,2013-01-22,190.5,0
5942,21200617,1610612746,1610612760,97.0,0.4639999999999999,0.7140000000000001,0.25,15.0,35.0,109.0,0.526,0.857,0.556,24.0,37.0,2013-01-22,200.5,1
5952,21200620,1610612741,1610612765,85.0,0.4370000000000001,0.769,0.214,21.0,43.0,82.0,0.415,0.7140000000000001,0.308,20.0,37.0,2013-01-23,181.5,0
5962,21200626,1610612758,1610612756,96.0,0.481,0.625,0.455,23.0,49.0,106.0,0.478,0.875,0.316,30.0,30.0,2013-01-23,202.0,0
5972,21200619,1610612748,1610612761,123.0,0.5489999999999999,0.632,0.409,26.0,53.0,116.0,0.5,0.778,0.452,26.0,28.0,2013-01-23,194.5,1
5982,21200627,1610612757,1610612754,100.0,0.564,0.833,0.182,29.0,42.0,80.0,0.375,0.8240000000000001,0.261,16.0,34.0,2013-01-23,181.0,0
5992,21200621,1610612763,1610612747,106.0,0.49,0.8,0.308,22.0,52.0,93.0,0.425,0.75,0.412,15.0,34.0,2013-01-23,188.0,1
6002,21200618,1610612766,1610612737,92.0,0.408,0.828,0.4,18.0,41.0,104.0,0.494,0.5,0.48,31.0,45.0,2013-01-23,191.0,1
6012,21200628,1610612744,1610612760,104.0,0.44,0.889,0.261,20.0,40.0,99.0,0.462,0.815,0.313,20.0,39.0,2013-01-23,208.0,0
6022,21200623,1610612750,1610612751,83.0,0.4579999999999999,0.667,0.2,25.0,37.0,91.0,0.44,0.688,0.3,19.0,45.0,2013-01-23,185.0,0
6032,21200624,1610612759,1610612740,106.0,0.5379999999999999,0.522,0.32,29.0,39.0,102.0,0.469,0.696,0.588,24.0,46.0,2013-01-23,195.5,1
6042,21200625,1610612762,1610612764,92.0,0.447,0.684,0.25,24.0,51.0,88.0,0.36,0.731,0.389,20.0,51.0,2013-01-23,195.5,0
6052,21200622,1610612745,1610612743,95.0,0.446,0.769,0.324,24.0,38.0,105.0,0.465,0.68,0.381,22.0,41.0,2013-01-23,218.0,0
6062,21200631,1610612756,1610612746,93.0,0.423,0.757,0.313,18.0,43.0,88.0,0.3979999999999999,0.615,0.3329999999999999,20.0,45.0,2013-01-24,191.0,0
6072,21200630,1610612738,1610612752,86.0,0.408,0.75,0.1669999999999999,18.0,46.0,89.0,0.386,0.85,0.286,12.0,49.0,2013-01-24,189.5,0
6082,21200629,1610612753,1610612761,95.0,0.4320000000000001,0.85,0.444,22.0,41.0,97.0,0.5,0.789,0.25,25.0,38.0,2013-01-24,198.0,0
6092,21200632,1610612764,1610612750,114.0,0.578,0.588,0.471,29.0,35.0,101.0,0.4429999999999999,0.606,0.214,27.0,48.0,2013-01-25,187.5,1
6102,21200633,1610612737,1610612738,123.0,0.447,0.75,0.3329999999999999,31.0,49.0,111.0,0.452,1.0,0.368,28.0,48.0,2013-01-25,185.0,1
6112,21200634,1610612748,1610612765,110.0,0.5579999999999999,0.826,0.294,24.0,36.0,88.0,0.472,0.696,0.3329999999999999,11.0,35.0,2013-01-25,192.5,1
6122,21200635,1610612739,1610612749,113.0,0.523,0.773,0.4,27.0,44.0,108.0,0.467,0.615,0.5,34.0,41.0,2013-01-25,202.0,1
6132,21200636,1610612741,1610612744,103.0,0.466,0.667,0.45,22.0,56.0,87.0,0.346,0.879,0.211,12.0,37.0,2013-01-25,189.0,1
6142,21200639,1610612742,1610612759,107.0,0.462,0.944,0.3329999999999999,20.0,47.0,113.0,0.483,0.75,0.391,29.0,46.0,2013-01-25,204.5,1
6152,21200638,1610612740,1610612745,82.0,0.3879999999999999,0.85,0.15,20.0,34.0,100.0,0.479,0.8079999999999999,0.524,23.0,44.0,2013-01-25,200.0,0
6162,21200640,1610612758,1610612760,95.0,0.419,0.7140000000000001,0.5329999999999999,15.0,39.0,105.0,0.487,0.833,0.261,27.0,47.0,2013-01-25,210.0,0
6172,21200641,1610612747,1610612762,102.0,0.5379999999999999,0.5379999999999999,0.429,26.0,45.0,84.0,0.42,0.813,0.214,16.0,30.0,2013-01-25,205.0,0
6182,21200637,1610612763,1610612751,101.0,0.522,0.375,0.444,25.0,45.0,77.0,0.408,0.64,0.176,16.0,37.0,2013-01-25,177.0,1
6192,21200645,1610612766,1610612750,102.0,0.507,0.885,0.455,21.0,38.0,101.0,0.481,0.7390000000000001,0.5,23.0,30.0,2013-01-26,193.5,1
