,game_id,home_team_id,visitor_team_id,pts_home,fg_pct_home,ft_pct_home,fg3_pct_home,ast_home,reb_home,pts_away,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,date,total1,hit_over
43846,21500563,1610612743,1610612766,95.0,0.416,0.826,0.444,25.0,44.0,92.0,0.361,0.833,0.3329999999999999,24.0,40.0,2016-01-10,198.5,0
43856,21500564,1610612757,1610612760,115.0,0.42,0.857,0.4320000000000001,27.0,52.0,110.0,0.487,0.722,0.476,23.0,42.0,2016-01-10,215.0,1
43866,21500561,1610612745,1610612754,107.0,0.4379999999999999,0.652,0.368,24.0,49.0,103.0,0.478,0.8,0.29,33.0,39.0,2016-01-10,207.0,1
43876,21500568,1610612744,1610612748,111.0,0.477,0.733,0.304,25.0,49.0,103.0,0.451,0.875,0.368,31.0,47.0,2016-01-11,209.5,1
43886,21500567,1610612741,1610612764,100.0,0.42,0.852,0.409,18.0,44.0,114.0,0.485,0.9,0.375,31.0,43.0,2016-01-11,208.0,1
43896,21500566,1610612751,1610612759,79.0,0.452,0.846,0.1669999999999999,15.0,30.0,106.0,0.537,0.737,0.308,27.0,40.0,2016-01-11,195.0,0
43906,21500569,1610612754,1610612756,116.0,0.519,0.774,0.417,25.0,41.0,97.0,0.4039999999999999,0.63,0.32,24.0,45.0,2016-01-12,204.5,1
43916,21500570,1610612765,1610612759,99.0,0.418,0.654,0.261,22.0,41.0,109.0,0.482,0.815,0.357,20.0,49.0,2016-01-12,196.0,1
43926,21500571,1610612752,1610612738,120.0,0.531,0.9,0.35,24.0,39.0,114.0,0.488,0.8079999999999999,0.31,25.0,42.0,2016-01-12,201.0,1
43936,21500574,1610612750,1610612760,96.0,0.444,0.7390000000000001,0.389,22.0,45.0,101.0,0.4639999999999999,0.778,0.409,21.0,41.0,2016-01-12,208.0,0
43946,21500573,1610612749,1610612741,106.0,0.462,0.607,0.231,28.0,40.0,101.0,0.412,0.792,0.414,22.0,57.0,2016-01-12,203.5,1
43956,21500575,1610612742,1610612739,107.0,0.494,0.818,0.3929999999999999,25.0,44.0,110.0,0.412,0.813,0.386,28.0,46.0,2016-01-12,199.5,1
43966,21500576,1610612747,1610612740,95.0,0.368,0.7809999999999999,0.207,16.0,47.0,91.0,0.418,0.643,0.261,20.0,51.0,2016-01-12,203.5,0
43976,21500572,1610612763,1610612745,91.0,0.4579999999999999,0.75,0.389,22.0,31.0,107.0,0.429,0.852,0.514,21.0,42.0,2016-01-12,196.5,1
43986,21500580,1610612738,1610612754,103.0,0.444,0.7,0.346,24.0,49.0,94.0,0.407,0.75,0.1669999999999999,18.0,48.0,2016-01-13,204.0,0
43996,21500578,1610612764,1610612749,106.0,0.452,0.75,0.444,27.0,30.0,101.0,0.528,0.706,0.125,23.0,47.0,2016-01-13,206.5,1
44006,21500579,1610612751,1610612752,110.0,0.523,0.7859999999999999,0.529,24.0,45.0,104.0,0.451,0.652,0.318,19.0,47.0,2016-01-13,191.5,1
44016,21500581,1610612745,1610612750,107.0,0.493,0.684,0.233,19.0,39.0,104.0,0.462,0.8,0.471,25.0,43.0,2016-01-13,207.0,1
44026,21500577,1610612766,1610612737,107.0,0.439,0.846,0.3329999999999999,26.0,54.0,84.0,0.37,0.81,0.28,17.0,37.0,2016-01-13,206.5,0
44036,21500583,1610612743,1610612744,112.0,0.425,0.892,0.2269999999999999,22.0,49.0,110.0,0.477,0.8,0.385,25.0,39.0,2016-01-13,215.0,1
44046,21500584,1610612757,1610612762,99.0,0.4429999999999999,0.667,0.423,25.0,54.0,85.0,0.408,0.682,0.421,20.0,38.0,2016-01-13,193.0,0
44056,21500585,1610612758,1610612740,97.0,0.488,0.643,0.261,21.0,52.0,109.0,0.42,0.818,0.485,27.0,45.0,2016-01-13,216.5,0
44066,21500586,1610612746,1610612748,104.0,0.426,0.813,0.44,26.0,43.0,90.0,0.4429999999999999,0.655,0.375,26.0,49.0,2016-01-13,197.5,0
44076,21500582,1610612760,1610612742,108.0,0.4629999999999999,0.586,0.455,24.0,54.0,89.0,0.39,0.76,0.1939999999999999,18.0,41.0,2016-01-13,207.5,0
44086,21500592,1610612744,1610612747,116.0,0.5,0.85,0.3939999999999999,26.0,47.0,98.0,0.444,0.583,0.174,17.0,47.0,2016-01-14,216.0,0
44096,21500591,1610612762,1610612758,101.0,0.422,0.735,0.176,12.0,38.0,103.0,0.4589999999999999,0.7140000000000001,0.455,19.0,54.0,2016-01-14,200.5,1
44106,21500590,1610612759,1610612739,99.0,0.4579999999999999,0.818,0.294,17.0,45.0,95.0,0.4629999999999999,0.818,0.385,15.0,43.0,2016-01-14,195.0,0
44116,21500589,1610612763,1610612765,103.0,0.487,0.8,0.563,21.0,29.0,101.0,0.514,0.706,0.469,18.0,35.0,2016-01-14,192.0,1
44126,21500587,1610612755,1610612741,111.0,0.452,0.75,0.444,23.0,34.0,115.0,0.466,0.8390000000000001,0.412,17.0,53.0,2016-01-14,203.5,1
44136,21500588,1610612753,1610612761,103.0,0.4539999999999999,0.75,0.391,28.0,46.0,106.0,0.411,0.774,0.3329999999999999,20.0,47.0,2016-01-14,193.5,1
44146,21500593,1610612754,1610612764,104.0,0.475,0.7809999999999999,0.176,19.0,35.0,118.0,0.52,0.5,0.44,26.0,54.0,2016-01-15,209.0,1
44156,21500594,1610612760,1610612750,113.0,0.528,0.636,0.217,31.0,40.0,93.0,0.4,0.87,0.417,15.0,45.0,2016-01-15,209.5,0
44166,21500595,1610612738,1610612756,117.0,0.4379999999999999,0.655,0.467,30.0,56.0,103.0,0.3929999999999999,0.821,0.37,24.0,45.0,2016-01-15,209.0,1
44176,21500596,1610612751,1610612757,104.0,0.447,0.7140000000000001,0.421,22.0,46.0,116.0,0.505,0.636,0.429,26.0,42.0,2016-01-15,205.0,1
44186,21500600,1610612743,1610612748,95.0,0.41,0.962,0.3329999999999999,23.0,37.0,98.0,0.494,0.737,0.3329999999999999,26.0,42.0,2016-01-15,189.5,1
44196,21500598,1610612740,1610612766,109.0,0.494,0.846,0.444,29.0,38.0,107.0,0.488,0.75,0.4,21.0,38.0,2016-01-15,201.5,1
44206,21500599,1610612749,1610612737,108.0,0.417,0.6759999999999999,0.3,19.0,60.0,101.0,0.43,1.0,0.3,29.0,43.0,2016-01-15,206.5,1
44216,21500601,1610612745,1610612739,77.0,0.351,0.655,0.24,15.0,40.0,91.0,0.391,0.652,0.2289999999999999,19.0,49.0,2016-01-15,204.5,0
44226,21500597,1610612741,1610612742,77.0,0.36,0.867,0.105,16.0,47.0,83.0,0.39,0.882,0.364,20.0,43.0,2016-01-15,201.0,0
44236,21500603,1610612766,1610612749,92.0,0.379,0.773,0.25,27.0,35.0,105.0,0.542,0.846,0.417,23.0,46.0,2016-01-16,197.0,0
44246,21500602,1610612737,1610612751,114.0,0.557,0.75,0.276,34.0,40.0,86.0,0.436,0.632,0.3,22.0,36.0,2016-01-16,206.0,0
44256,21500604,1610612764,1610612738,117.0,0.449,0.861,0.273,25.0,42.0,119.0,0.4429999999999999,0.889,0.31,27.0,47.0,2016-01-16,211.5,1
44266,21500607,1610612763,1610612752,103.0,0.476,0.769,0.5,24.0,44.0,95.0,0.455,0.833,0.25,20.0,36.0,2016-01-16,187.5,1
44276,21500606,1610612755,1610612757,114.0,0.5529999999999999,0.667,0.435,27.0,45.0,89.0,0.391,0.667,0.172,17.0,38.0,2016-01-16,207.0,0
44286,21500608,1610612762,1610612747,109.0,0.494,0.833,0.5,17.0,51.0,82.0,0.344,0.611,0.391,16.0,44.0,2016-01-16,191.0,0
44296,21500609,1610612746,1610612758,103.0,0.396,0.737,0.3329999999999999,24.0,46.0,110.0,0.474,0.758,0.52,28.0,52.0,2016-01-16,218.5,0
44306,21500605,1610612765,1610612744,113.0,0.465,0.55,0.348,22.0,57.0,95.0,0.362,0.7390000000000001,0.4,18.0,47.0,2016-01-16,216.5,0
44316,21500614,1610612747,1610612745,95.0,0.451,0.789,0.316,25.0,36.0,112.0,0.484,0.75,0.286,21.0,51.0,2016-01-17,205.0,1
44326,21500613,1610612743,1610612754,129.0,0.505,0.711,0.385,25.0,42.0,126.0,0.585,0.7,0.45,27.0,33.0,2016-01-17,200.5,1
44336,21500612,1610612759,1610612742,112.0,0.467,0.821,0.25,22.0,51.0,83.0,0.358,0.76,0.261,20.0,45.0,2016-01-17,196.0,0
44346,21500611,1610612760,1610612748,99.0,0.455,1.0,0.318,24.0,44.0,74.0,0.417,0.909,0.286,12.0,36.0,2016-01-17,201.5,0
44356,21500610,1610612750,1610612756,117.0,0.565,0.8,0.389,23.0,41.0,87.0,0.4320000000000001,0.56,0.2,16.0,30.0,2016-01-17,206.0,0
44366,21500615,1610612752,1610612755,119.0,0.4429999999999999,0.833,0.4,26.0,53.0,113.0,0.441,0.52,0.357,27.0,51.0,2016-01-18,201.0,1
44376,21500616,1610612766,1610612762,124.0,0.466,0.875,0.519,20.0,50.0,119.0,0.423,0.8,0.3329999999999999,27.0,49.0,2016-01-18,186.0,1
44386,21500617,1610612764,1610612757,98.0,0.481,0.75,0.429,25.0,35.0,108.0,0.512,0.455,0.5479999999999999,25.0,48.0,2016-01-18,208.5,0
44396,21500618,1610612763,1610612740,101.0,0.467,0.767,0.421,27.0,40.0,99.0,0.486,0.913,0.316,19.0,34.0,2016-01-18,193.5,1
44406,21500623,1610612742,1610612738,118.0,0.43,0.917,0.471,23.0,51.0,113.0,0.426,0.8079999999999999,0.4,24.0,49.0,2016-01-18,203.0,1
44416,21500620,1610612737,1610612753,98.0,0.513,0.7,0.474,31.0,47.0,81.0,0.345,0.75,0.273,21.0,42.0,2016-01-18,198.0,0
44426,21500621,1610612761,1610612751,112.0,0.506,0.722,0.542,24.0,36.0,100.0,0.513,0.895,0.357,24.0,40.0,2016-01-18,195.5,1
44436,21500622,1610612739,1610612744,98.0,0.481,0.68,0.368,22.0,36.0,132.0,0.541,0.778,0.475,33.0,37.0,2016-01-18,210.0,1
44446,21500624,1610612746,1610612745,140.0,0.516,0.727,0.595,28.0,41.0,132.0,0.5,0.635,0.344,31.0,52.0,2016-01-18,209.5,1
44456,21500619,1610612765,1610612741,101.0,0.442,0.6,0.192,18.0,50.0,111.0,0.524,0.7,0.429,28.0,38.0,2016-01-18,201.0,1
44466,21500626,1610612740,1610612750,114.0,0.506,0.87,0.435,21.0,40.0,99.0,0.474,0.774,0.214,18.0,39.0,2016-01-19,204.0,1
44476,21500625,1610612748,1610612749,79.0,0.365,0.769,0.2269999999999999,13.0,38.0,91.0,0.486,0.875,0.417,19.0,39.0,2016-01-19,191.5,0
44486,21500628,1610612756,1610612754,94.0,0.346,0.931,0.314,15.0,53.0,97.0,0.41,0.735,0.2,14.0,46.0,2016-01-19,207.5,0
44496,21500627,1610612743,1610612760,104.0,0.422,0.75,0.35,21.0,48.0,110.0,0.423,0.733,0.214,30.0,52.0,2016-01-19,213.0,1
44506,21500638,1610612747,1610612758,93.0,0.356,0.8059999999999999,0.16,17.0,41.0,112.0,0.483,0.7140000000000001,0.3,28.0,59.0,2016-01-20,215.0,0
44516,21500630,1610612764,1610612748,106.0,0.523,0.846,0.313,27.0,34.0,87.0,0.485,0.778,0.467,23.0,31.0,2016-01-20,193.5,0
44526,21500631,1610612751,1610612739,78.0,0.417,0.5,0.211,20.0,39.0,91.0,0.4679999999999999,0.7,0.294,15.0,45.0,2016-01-20,197.0,0
44536,21500632,1610612752,1610612762,118.0,0.522,0.944,0.412,20.0,38.0,111.0,0.43,0.8059999999999999,0.444,19.0,40.0,2016-01-20,188.5,1
44546,21500633,1610612761,1610612738,115.0,0.5539999999999999,0.706,0.379,23.0,37.0,109.0,0.506,0.733,0.462,30.0,33.0,2016-01-20,201.5,1
44556,21500629,1610612753,1610612755,87.0,0.3929999999999999,0.654,0.235,19.0,47.0,96.0,0.486,0.7140000000000001,0.474,20.0,41.0,2016-01-20,195.5,0
44566,21500635,1610612745,1610612765,114.0,0.4529999999999999,0.889,0.5,21.0,48.0,123.0,0.475,0.593,0.4,23.0,52.0,2016-01-20,209.0,1
44576,21500636,1610612760,1610612766,109.0,0.47,0.733,0.375,28.0,51.0,95.0,0.42,0.857,0.3329999999999999,17.0,34.0,2016-01-20,206.0,0
44586,21500637,1610612742,1610612750,106.0,0.433,0.773,0.2,18.0,46.0,94.0,0.44,0.818,0.217,26.0,52.0,2016-01-20,200.0,0
44596,21500634,1610612741,1610612744,94.0,0.37,0.792,0.05,14.0,49.0,125.0,0.526,0.65,0.375,38.0,55.0,2016-01-20,216.0,1
44606,21500639,1610612757,1610612737,98.0,0.436,0.636,0.29,23.0,50.0,104.0,0.4479999999999999,0.696,0.417,25.0,43.0,2016-01-20,211.5,0
44616,21500644,1610612756,1610612759,89.0,0.395,0.826,0.3329999999999999,18.0,43.0,117.0,0.488,0.857,0.643,24.0,43.0,2016-01-21,200.0,1
44626,21500643,1610612758,1610612737,91.0,0.359,0.75,0.292,24.0,56.0,88.0,0.417,0.667,0.242,21.0,42.0,2016-01-21,216.5,0
44636,21500642,1610612743,1610612763,101.0,0.45,0.769,0.3,26.0,40.0,102.0,0.5,0.828,0.286,21.0,37.0,2016-01-21,196.0,1
44646,21500641,1610612740,1610612765,115.0,0.535,1.0,0.417,26.0,44.0,99.0,0.418,0.8,0.233,17.0,44.0,2016-01-21,206.5,1
44656,21500640,1610612739,1610612746,115.0,0.506,0.75,0.4639999999999999,29.0,47.0,102.0,0.45,0.667,0.24,19.0,35.0,2016-01-21,202.5,1
44666,21500647,1610612751,1610612762,86.0,0.44,0.778,0.375,24.0,24.0,108.0,0.573,0.867,0.563,28.0,40.0,2016-01-22,188.5,1
44676,21500645,1610612753,1610612766,116.0,0.495,0.789,0.478,31.0,48.0,120.0,0.446,0.909,0.37,23.0,48.0,2016-01-22,196.0,1
44686,21500646,1610612738,1610612741,110.0,0.4479999999999999,0.762,0.348,26.0,46.0,101.0,0.4270000000000001,0.846,0.231,11.0,50.0,2016-01-22,209.5,1
44696,21500648,1610612752,1610612746,88.0,0.3879999999999999,0.9,0.222,24.0,42.0,116.0,0.5660000000000001,0.708,0.565,27.0,36.0,2016-01-22,207.0,0
44706,21500650,1610612745,1610612749,102.0,0.4039999999999999,0.688,0.341,27.0,42.0,98.0,0.4589999999999999,0.773,0.214,30.0,48.0,2016-01-22,211.5,0
44716,21500651,1610612742,1610612760,106.0,0.46,0.889,0.303,24.0,33.0,109.0,0.495,0.733,0.267,18.0,47.0,2016-01-22,207.5,1
44726,21500652,1610612744,1610612754,122.0,0.478,0.88,0.424,31.0,50.0,110.0,0.4629999999999999,0.7040000000000001,0.176,22.0,44.0,2016-01-22,216.5,1
44736,21500653,1610612747,1610612759,95.0,0.452,0.722,0.375,19.0,45.0,108.0,0.506,0.846,0.524,26.0,35.0,2016-01-22,200.0,1
44746,21500649,1610612761,1610612748,101.0,0.467,0.857,0.52,19.0,41.0,81.0,0.407,0.647,0.235,13.0,42.0,2016-01-22,190.0,0
44756,21500655,1610612766,1610612752,97.0,0.341,0.865,0.29,17.0,49.0,84.0,0.377,0.594,0.292,23.0,51.0,2016-01-23,200.0,0
44766,21500658,1610612750,1610612763,106.0,0.5,0.917,0.294,26.0,38.0,101.0,0.4679999999999999,0.818,0.474,22.0,34.0,2016-01-23,192.0,1
44776,21500659,1610612739,1610612741,83.0,0.3720000000000001,0.409,0.1669999999999999,17.0,48.0,96.0,0.4370000000000001,0.867,0.412,21.0,53.0,2016-01-23,202.0,0
44786,21500657,1610612740,1610612749,116.0,0.457,0.765,0.5479999999999999,33.0,41.0,99.0,0.527,0.833,0.4,20.0,43.0,2016-01-23,202.5,1
44796,21500661,1610612743,1610612765,104.0,0.462,0.828,0.364,18.0,32.0,101.0,0.476,0.526,0.379,23.0,51.0,2016-01-23,205.5,0
44806,21500662,1610612757,1610612747,121.0,0.505,0.773,0.3229999999999999,26.0,42.0,103.0,0.493,0.875,0.412,14.0,30.0,2016-01-23,209.0,1
44816,21500663,1610612758,1610612754,108.0,0.447,0.75,0.313,19.0,52.0,97.0,0.419,0.72,0.368,18.0,41.0,2016-01-23,214.5,0
44826,21500660,1610612756,1610612737,98.0,0.4,0.769,0.417,22.0,52.0,95.0,0.405,0.833,0.353,23.0,43.0,2016-01-23,202.0,0
44836,21500664,1610612751,1610612760,116.0,0.479,0.72,0.471,24.0,49.0,106.0,0.462,0.632,0.308,20.0,46.0,2016-01-24,209.0,1
44846,21500656,1610612755,1610612738,92.0,0.3929999999999999,0.7,0.308,17.0,47.0,112.0,0.4429999999999999,0.789,0.44,29.0,51.0,2016-01-24,206.0,0
44856,21500666,1610612761,1610612746,112.0,0.494,0.6920000000000001,0.545,19.0,44.0,94.0,0.447,0.6,0.308,21.0,34.0,2016-01-24,206.5,0
44866,21500665,1610612745,1610612742,115.0,0.483,0.667,0.341,27.0,40.0,104.0,0.456,0.773,0.5,17.0,36.0,2016-01-24,205.0,1
44876,21500667,1610612739,1610612750,114.0,0.506,0.65,0.355,30.0,43.0,107.0,0.488,0.913,0.25,28.0,38.0,2016-01-25,204.5,1
44886,21500668,1610612764,1610612738,91.0,0.4270000000000001,0.667,0.292,24.0,39.0,116.0,0.489,0.826,0.409,31.0,43.0,2016-01-25,214.0,0
44896,21500669,1610612741,1610612748,84.0,0.3979999999999999,0.75,0.278,18.0,49.0,89.0,0.457,0.706,0.214,21.0,46.0,2016-01-25,192.0,0
44906,21500670,1610612763,1610612753,108.0,0.43,0.64,0.3329999999999999,25.0,54.0,102.0,0.465,0.857,0.357,24.0,46.0,2016-01-25,190.0,1
44916,21500672,1610612743,1610612737,105.0,0.3929999999999999,0.892,0.3,18.0,43.0,119.0,0.5,0.923,0.3329999999999999,28.0,42.0,2016-01-25,208.0,1
44926,21500673,1610612762,1610612765,92.0,0.4,0.833,0.31,18.0,49.0,95.0,0.4529999999999999,0.485,0.5,19.0,42.0,2016-01-25,192.5,0
44936,21500674,1610612758,1610612766,128.0,0.527,0.7809999999999999,0.304,36.0,56.0,129.0,0.4,0.8079999999999999,0.455,27.0,46.0,2016-01-25,214.0,1
44946,21500675,1610612744,1610612759,120.0,0.518,0.84,0.423,31.0,45.0,90.0,0.419,0.742,0.357,21.0,38.0,2016-01-25,210.5,0
44956,21500671,1610612740,1610612745,111.0,0.462,0.56,0.4479999999999999,23.0,50.0,112.0,0.475,0.81,0.475,22.0,38.0,2016-01-25,216.5,1
44966,21500683,1610612747,1610612742,90.0,0.405,0.821,0.28,15.0,47.0,92.0,0.434,0.769,0.24,21.0,35.0,2016-01-26,201.0,0
44976,21500682,1610612757,1610612758,112.0,0.489,0.789,0.3,28.0,48.0,97.0,0.419,0.563,0.368,26.0,45.0,2016-01-26,214.5,0
44986,21500681,1610612749,1610612753,107.0,0.494,0.8390000000000001,0.385,22.0,45.0,100.0,0.413,0.7240000000000001,0.542,22.0,39.0,2016-01-26,197.0,1
44996,21500680,1610612761,1610612764,106.0,0.4429999999999999,0.7809999999999999,0.379,20.0,48.0,89.0,0.41,0.75,0.267,20.0,35.0,2016-01-26,205.5,0
45006,21500679,1610612752,1610612760,122.0,0.4629999999999999,0.767,0.478,24.0,42.0,128.0,0.465,0.862,0.55,23.0,59.0,2016-01-26,209.0,1
45016,21500678,1610612751,1610612748,98.0,0.507,0.7390000000000001,0.5,24.0,32.0,102.0,0.542,0.9,0.3329999999999999,27.0,37.0,2016-01-26,192.0,1
45026,21500677,1610612755,1610612756,113.0,0.481,0.667,0.3929999999999999,25.0,41.0,103.0,0.47,0.679,0.316,27.0,45.0,2016-01-26,204.5,1
45036,21500676,1610612754,1610612746,89.0,0.422,0.583,0.313,18.0,48.0,91.0,0.41,0.5,0.405,16.0,44.0,2016-01-26,207.0,0
45046,21500685,1610612738,1610612743,111.0,0.4270000000000001,0.833,0.321,29.0,48.0,103.0,0.429,0.75,0.3329999999999999,23.0,53.0,2016-01-27,214.5,0
45056,21500686,1610612765,1610612755,110.0,0.429,0.711,0.238,15.0,51.0,97.0,0.476,0.706,0.368,24.0,38.0,2016-01-27,206.5,1
45066,21500687,1610612737,1610612746,83.0,0.418,0.5,0.435,21.0,49.0,85.0,0.3879999999999999,0.667,0.185,18.0,46.0,2016-01-27,206.0,0
45076,21500684,1610612739,1610612756,115.0,0.556,0.875,0.3929999999999999,34.0,37.0,93.0,0.471,0.76,0.4,25.0,34.0,2016-01-27,209.5,0
45086,21500689,1610612759,1610612745,130.0,0.556,0.857,0.522,34.0,49.0,99.0,0.384,0.6729999999999999,0.267,14.0,40.0,2016-01-27,209.5,1
45096,21500690,1610612762,1610612766,102.0,0.494,0.667,0.387,23.0,45.0,73.0,0.368,0.81,0.24,10.0,35.0,2016-01-27,192.5,0
45106,21500691,1610612744,1610612742,127.0,0.58,0.905,0.483,33.0,40.0,107.0,0.506,0.667,0.355,20.0,34.0,2016-01-27,214.0,1
45116,21500688,1610612750,1610612760,123.0,0.556,0.643,0.357,31.0,35.0,126.0,0.527,0.952,0.5,23.0,47.0,2016-01-27,213.5,1
45126,21500697,1610612747,1610612741,91.0,0.376,0.7829999999999999,0.36,21.0,41.0,114.0,0.495,0.875,0.353,29.0,51.0,2016-01-28,199.5,1
45136,21500696,1610612740,1610612758,114.0,0.439,0.75,0.385,25.0,47.0,105.0,0.449,0.75,0.357,29.0,40.0,2016-01-28,215.0,1
45146,21500695,1610612763,1610612749,103.0,0.475,0.85,0.357,28.0,37.0,83.0,0.3670000000000001,0.889,0.063,17.0,46.0,2016-01-28,193.0,0
45156,21500694,1610612761,1610612752,103.0,0.435,0.7240000000000001,0.4,21.0,50.0,93.0,0.4370000000000001,0.5,0.389,20.0,40.0,2016-01-28,198.5,0
45166,21500693,1610612764,1610612743,113.0,0.4429999999999999,0.8,0.3929999999999999,21.0,41.0,117.0,0.506,0.7879999999999999,0.5,25.0,39.0,2016-01-28,212.0,1
45176,21500692,1610612754,1610612737,111.0,0.487,0.867,0.6,20.0,49.0,92.0,0.3979999999999999,0.905,0.25,20.0,32.0,2016-01-28,202.5,1
45186,21500698,1610612738,1610612753,113.0,0.5,0.81,0.417,28.0,46.0,94.0,0.405,0.7929999999999999,0.35,17.0,41.0,2016-01-29,206.0,1
45196,21500699,1610612765,1610612739,106.0,0.476,0.731,0.304,20.0,39.0,114.0,0.47,0.931,0.391,20.0,47.0,2016-01-29,206.5,1
45206,21500700,1610612752,1610612756,102.0,0.429,0.885,0.35,24.0,49.0,84.0,0.412,0.583,0.2689999999999999,20.0,47.0,2016-01-29,203.5,0
45216,21500701,1610612760,1610612745,116.0,0.477,0.867,0.421,23.0,57.0,108.0,0.379,0.628,0.231,23.0,40.0,2016-01-29,223.0,1
45226,21500705,1610612757,1610612766,109.0,0.489,0.75,0.35,24.0,51.0,91.0,0.3879999999999999,0.679,0.345,17.0,47.0,2016-01-29,207.0,0
45236,21500702,1610612742,1610612751,91.0,0.4629999999999999,0.6,0.381,22.0,49.0,79.0,0.359,0.826,0.2,13.0,44.0,2016-01-29,199.5,0
45246,21500704,1610612762,1610612750,103.0,0.526,0.813,0.4,24.0,40.0,90.0,0.467,0.6920000000000001,0.2,17.0,38.0,2016-01-29,192.0,1
45256,21500706,1610612746,1610612747,105.0,0.494,0.708,0.308,20.0,38.0,93.0,0.436,0.8,0.385,19.0,48.0,2016-01-29,203.5,0
45266,21500703,1610612749,1610612748,103.0,0.475,0.893,0.1669999999999999,18.0,40.0,107.0,0.5,0.813,0.389,27.0,34.0,2016-01-29,194.0,1
45276,21500707,1610612755,1610612744,105.0,0.457,0.524,0.345,23.0,40.0,108.0,0.495,0.5,0.433,37.0,57.0,2016-01-30,217.5,0
45286,21500708,1610612761,1610612765,111.0,0.462,0.745,0.286,12.0,45.0,107.0,0.4479999999999999,0.588,0.31,9.0,39.0,2016-01-30,204.0,1
45296,21500709,1610612754,1610612743,109.0,0.44,0.75,0.3329999999999999,26.0,49.0,105.0,0.46,0.84,0.222,24.0,45.0,2016-01-30,209.5,1
45306,21500711,1610612745,1610612764,122.0,0.477,0.6970000000000001,0.486,24.0,37.0,123.0,0.523,0.733,0.344,30.0,45.0,2016-01-30,218.5,1
45316,21500712,1610612763,1610612758,121.0,0.519,0.838,0.444,23.0,32.0,117.0,0.413,0.8420000000000001,0.375,16.0,51.0,2016-01-30,206.5,1
45326,21500713,1610612739,1610612759,117.0,0.5489999999999999,0.857,0.391,24.0,43.0,103.0,0.494,0.81,0.3329999999999999,20.0,32.0,2016-01-30,203.0,1
45336,21500710,1610612740,1610612751,105.0,0.462,0.8,0.407,24.0,48.0,103.0,0.476,0.609,0.45,23.0,44.0,2016-01-30,204.5,1
45346,21500720,1610612747,1610612766,82.0,0.3379999999999999,0.87,0.276,13.0,42.0,101.0,0.375,0.615,0.361,28.0,59.0,2016-01-31,201.0,0
45356,21500719,1610612757,1610612750,96.0,0.421,0.867,0.222,16.0,37.0,93.0,0.4379999999999999,0.679,0.25,20.0,49.0,2016-01-31,208.5,0
45366,21500718,1610612752,1610612744,95.0,0.3670000000000001,0.885,0.3329999999999999,19.0,41.0,116.0,0.575,0.696,0.552,31.0,44.0,2016-01-31,218.5,0
45376,21500717,1610612742,1610612756,91.0,0.397,0.913,0.276,15.0,42.0,78.0,0.365,0.792,0.217,13.0,44.0,2016-01-31,198.5,0
45386,21500716,1610612753,1610612738,119.0,0.537,0.6,0.417,27.0,50.0,114.0,0.419,0.8,0.348,17.0,41.0,2016-01-31,203.5,1
45396,21500715,1610612748,1610612737,105.0,0.481,0.846,0.25,21.0,47.0,87.0,0.386,0.875,0.2269999999999999,13.0,31.0,2016-01-31,197.5,0
45406,21500714,1610612746,1610612741,120.0,0.536,0.684,0.531,26.0,46.0,93.0,0.43,0.727,0.3329999999999999,19.0,42.0,2016-01-31,203.0,1
45416,21500721,1610612754,1610612739,106.0,0.426,0.857,0.296,24.0,44.0,111.0,0.5,0.696,0.318,22.0,45.0,2016-02-01,208.5,1
45426,21500722,1610612751,1610612765,100.0,0.488,0.867,0.4379999999999999,28.0,39.0,105.0,0.429,0.688,0.3329999999999999,18.0,49.0,2016-02-01,202.5,1
45436,21500723,1610612737,1610612742,112.0,0.525,0.737,0.4,29.0,50.0,97.0,0.365,0.737,0.2689999999999999,14.0,37.0,2016-02-01,198.5,1
45446,21500724,1610612740,1610612763,95.0,0.409,0.619,0.385,19.0,37.0,110.0,0.606,0.833,0.563,27.0,40.0,2016-02-01,203.0,1
45456,21500729,1610612758,1610612749,111.0,0.4529999999999999,0.8,0.346,21.0,53.0,104.0,0.5,0.706,0.4,27.0,37.0,2016-02-01,214.0,1
45466,21500726,1610612759,1610612753,107.0,0.513,0.857,0.375,27.0,42.0,92.0,0.406,0.818,0.294,19.0,51.0,2016-02-01,201.5,0
45476,21500727,1610612743,1610612761,112.0,0.542,0.8,0.455,28.0,49.0,93.0,0.3720000000000001,0.6920000000000001,0.32,13.0,35.0,2016-02-01,205.5,0
45486,21500728,1610612762,1610612741,105.0,0.447,0.667,0.389,19.0,50.0,96.0,0.433,0.65,0.238,19.0,42.0,2016-02-01,191.0,1
45496,21500725,1610612760,1610612764,114.0,0.518,0.778,0.318,25.0,53.0,98.0,0.465,0.733,0.2689999999999999,20.0,27.0,2016-02-01,223.0,0
45506,21500730,1610612752,1610612738,89.0,0.3779999999999999,0.75,0.3,13.0,50.0,97.0,0.444,0.8240000000000001,0.158,20.0,45.0,2016-02-02,208.5,0
45515,21500731,1610612745,1610612748,115.0,0.524,0.688,0.457,30.0,34.0,102.0,0.447,0.741,0.353,26.0,51.0,2016-02-02,210.5,1
45524,21500732,1610612756,1610612761,97.0,0.4679999999999999,0.733,0.387,23.0,38.0,104.0,0.473,0.7809999999999999,0.3329999999999999,15.0,35.0,2016-02-02,198.0,1
